CASE_NUMBER,Date,Location Description,Domestic,Beat,District,Ward,Community Area,Latitude,Longitude
jc511874,11/15/2019 06:12:00 PM,street,True,1134,11.0,28.0,27.0,41.870991163,-87.702260725
jc513081,11/16/2019 04:44:00 PM,alley,False,331,3.0,5.0,43.0,41.767471191,-87.575110245
jc517082,11/19/2019 10:20:00 PM,house,True,2232,22.0,34.0,73.0,41.707975258,-87.64772581
jc517800,11/20/2019 03:06:00 PM,residential_yard__front_back_,True,611,6.0,17.0,71.0,41.756641566,-87.670884267
jc517927,11/20/2019 04:50:00 PM,street,False,1024,10.0,24.0,29.0,41.85482707,-87.711236547
jc521139,11/23/2019 02:12:00 AM,apartment,False,1013,10.0,22.0,30.0,41.846003652,-87.730157213
jc521050,11/23/2019 08:49:00 AM,cha_parking_lot,False,1233,12.0,25.0,28.0,41.865808939,-87.659093458
jc524124,11/25/2019 04:13:00 PM,parking_lot_garage_non_resid__,False,1531,15.0,37.0,25.0,41.894945698,-87.754893341
jc525807,11/26/2019 07:43:00 PM,gas_station,False,726,7.0,16.0,67.0,41.778868505,-87.673896581
jc192494,11/26/2019 11:54:00 PM,house,False,412,4.0,8.0,45.0,41.739927782,-87.578197066
jc527564,11/28/2019 11:43:00 AM,sidewalk,False,1133,11.0,24.0,27.0,41.871730813,-87.71667188
jc528149,11/29/2019 06:08:00 AM,apartment,True,423,4.0,7.0,46.0,41.740198905,-87.56240895
jc532963,12/03/2019 01:07:00 PM,cta_subway_station,False,2422,24.0,49.0,1.0,42.018498254,-87.672983233
jc535011,12/04/2019 10:00:00 PM,parking_lot___garage__non_residential_,False,621,6.0,17.0,69.0,41.755594018,-87.634421133
jc538094,12/07/2019 12:49:00 PM,sidewalk,False,931,9.0,20.0,61.0,41.804951438,-87.666502657
jc539589,12/08/2019 08:32:00 PM,restaurant,False,1634,16.0,45.0,15.0,41.953348184,-87.752678151
jc541859,12/10/2019 02:35:00 PM,residence,False,1115,11.0,28.0,26.0,41.879754157,-87.72630004
jc543864,12/12/2019 09:17:00 AM,vehicle_non_commercial,False,1021,10.0,24.0,29.0,41.864960382,-87.7105032
jc547237,12/15/2019 05:02:00 AM,street,False,1034,10.0,12.0,30.0,41.848982621,-87.690456809
jc551950,12/18/2019 07:14:00 PM,residence___yard__front___back_,False,812,8.0,23.0,64.0,41.78043924,-87.791102744
jc552311,12/19/2019 07:58:00 AM,warehouse,False,1013,10.0,22.0,29.0,41.848818826,-87.729550859
jc553810,12/20/2019 11:50:00 AM,apartment,True,1923,19.0,46.0,6.0,41.953633852,-87.650952017
jc555330,12/21/2019 02:53:00 PM,street,False,825,8.0,16.0,66.0,41.784145723,-87.692311228
jc555894,12/21/2019 10:40:00 PM,street,False,312,3.0,20.0,42.0,41.77661147,-87.615106869
jc555971,12/22/2019 12:34:00 AM,residence,False,712,7.0,16.0,68.0,41.789864285,-87.653549749
jc559513,12/25/2019 01:37:00 AM,residence,False,911,9.0,12.0,58.0,41.828960051,-87.692348667
jc559736,12/25/2019 10:53:00 AM,hotel,False,2222,22.0,21.0,73.0,41.721347217,-87.65215149
jc562286,12/27/2019 07:51:00 PM,auto,False,2532,25.0,37.0,25.0,41.903140345,-87.757144655
jc563440,12/28/2019 07:15:00 PM,street,False,533,5.0,9.0,54.0,41.647923751,-87.61626361
jb101767,01/02/2018 02:55:00 PM,street,False,312,3.0,20.0,69.0,41.777464689,-87.617264087
jb105335,01/05/2018 12:47:00 PM,sidewalk,False,1723,17.0,39.0,16.0,41.961016635,-87.722227643
jb105842,01/05/2018 07:07:00 PM,sidewalk,False,2534,25.0,30.0,20.0,41.91714407,-87.728312029
jb106414,01/06/2018 11:12:00 AM,street,False,331,3.0,5.0,43.0,41.769884528,-87.568652033
jb106581,01/06/2018 01:00:00 PM,street,False,321,3.0,20.0,42.0,41.772272507,-87.609385104
jb106545,01/06/2018 01:20:00 PM,street,False,733,7.0,6.0,68.0,41.762263405,-87.652829514
jb110156,01/09/2018 05:22:00 PM,street,False,1421,14.0,35.0,22.0,41.915820895,-87.705228873
jb110632,01/10/2018 03:18:00 AM,house,False,2532,25.0,37.0,25.0,41.904802597,-87.75973423
jb111912,01/11/2018 05:51:00 AM,gas_station,False,815,8.0,23.0,56.0,41.803051264,-87.743030382
jb112212,01/11/2018 12:07:00 PM,street,False,1523,15.0,37.0,25.0,41.890022969,-87.758808744
jb101973,01/12/2018 07:00:00 AM,ymca,False,1922,19.0,44.0,6.0,41.942257928,-87.669951491
jb114289,01/12/2018 09:02:00 PM,residence,False,1111,11.0,28.0,25.0,41.89318977,-87.744173454
jb115417,01/13/2018 08:59:00 PM,other,False,2532,25.0,37.0,25.0,41.909450651,-87.759597103
jb120039,01/18/2018 03:41:00 AM,street,False,321,3.0,20.0,42.0,41.774093686,-87.607047693
jb120039,01/18/2018 03:45:00 AM,street,False,321,3.0,20.0,42.0,41.774093686,-87.607047693
jb121157,01/18/2018 09:14:00 PM,residence,False,1132,11.0,28.0,26.0,41.87616575,-87.726502905
jb122506,01/19/2018 09:56:00 PM,street,False,622,6.0,21.0,71.0,41.737580248,-87.635752309
jb123082,01/20/2018 01:53:00 PM,cta_property,False,731,7.0,6.0,69.0,41.769185486,-87.625732415
jb123351,01/20/2018 05:29:00 PM,currency_exchange,False,1234,12.0,25.0,31.0,41.852703526,-87.675858581
jb123810,01/21/2018 03:43:00 AM,street,False,2512,25.0,36.0,19.0,41.922001458,-87.776045651
jb123810,01/21/2018 03:45:00 AM,street,False,2512,25.0,36.0,19.0,41.922001458,-87.776045651
jb127512,01/24/2018 04:45:00 AM,street,False,1033,10.0,12.0,30.0,41.846410175,-87.698652352
jb128067,01/24/2018 02:47:00 PM,retail_store,False,2522,25.0,31.0,19.0,41.924165391,-87.751991106
jb129780,01/25/2018 09:42:00 PM,vehicle_non_commercial,False,2514,25.0,31.0,19.0,41.933588215,-87.763868205
jb130379,01/26/2018 12:45:00 PM,street,False,2532,25.0,37.0,25.0,41.91391739,-87.764384783
jb131208,01/27/2018 02:27:00 AM,auto,False,1423,14.0,26.0,24.0,41.902976682,-87.691120334
jb135745,01/30/2018 09:51:00 PM,house,False,1911,19.0,47.0,4.0,41.965731951,-87.689725637
jb137011,01/31/2018 11:26:00 PM,street,False,612,6.0,17.0,71.0,41.753589034,-87.653819041
jb139300,02/02/2018 09:51:00 PM,house,True,613,6.0,21.0,71.0,41.737260844,-87.649730029
jb139324,02/02/2018 10:25:00 PM,hotel,False,1124,11.0,28.0,27.0,41.877369643,-87.701415852
jb140367,02/03/2018 09:03:00 PM,apartment,True,825,8.0,15.0,66.0,41.779232785,-87.685346466
jb142932,02/06/2018 10:47:00 AM,parking_lot_garage_non_resid__,False,2514,25.0,31.0,19.0,41.933836412,-87.766332042
jb146910,02/10/2018 12:16:00 AM,house,False,934,9.0,16.0,61.0,41.798754356,-87.65377487
jb149168,02/12/2018 12:00:00 PM,apartment,True,1012,10.0,24.0,29.0,41.860003433,-87.733549773
jb150650,02/13/2018 02:12:00 PM,government_building,False,122,1.0,42.0,32.0,41.884476226,-87.631310613
jb151275,02/13/2018 11:06:00 PM,street,False,1822,18.0,27.0,8.0,41.896472326,-87.643252484
jb155159,02/17/2018 04:41:00 AM,street,False,713,7.0,16.0,67.0,41.785044568,-87.656211326
jb160414,02/21/2018 05:30:00 PM,apartment,False,1021,10.0,24.0,29.0,41.861880326,-87.712853196
jb160133,02/22/2018 09:22:00 AM,apartment,False,1031,10.0,22.0,30.0,41.841571637,-87.720818596
jb161360,02/22/2018 03:35:00 PM,park_property,False,531,5.0,9.0,49.0,41.690091209,-87.61329487
jb163448,02/24/2018 08:23:00 AM,apartment,True,321,3.0,5.0,42.0,41.774369057,-87.597278237
jb163735,02/24/2018 01:01:00 PM,sidewalk,False,1011,10.0,24.0,29.0,41.865502446,-87.721493359
jb164505,02/25/2018 03:56:00 AM,street,False,1513,15.0,29.0,25.0,41.880995627,-87.771819255
jb166417,02/26/2018 07:04:00 PM,house,False,532,5.0,9.0,53.0,41.679859817,-87.622026174
jb171794,03/03/2018 03:13:00 AM,street,False,322,3.0,6.0,69.0,41.768612192,-87.621776071
f780368,03/03/2018 01:25:00 PM,apartment,False,212,2.0,4.0,35.0,41.829651528,-87.614451899
jb177657,03/08/2018 12:00:00 AM,street,False,2011,20.0,40.0,4.0,41.97766821,-87.69544196
jb177909,03/08/2018 09:20:00 AM,alley,False,1011,10.0,24.0,29.0,41.863881686,-87.716567422
jb182924,03/12/2018 01:14:00 PM,apartment,False,912,9.0,11.0,59.0,41.828123558,-87.674015083
jb184667,03/13/2018 05:46:00 PM,hallway,False,2411,24.0,50.0,2.0,42.011301687,-87.693586328
jb189927,03/17/2018 11:15:00 PM,auto,False,931,9.0,20.0,61.0,41.80392916,-87.664844437
jb193144,03/20/2018 03:15:00 PM,residence,False,512,5.0,9.0,49.0,41.70460299,-87.613696941
jb193425,03/20/2018 05:00:00 PM,residence_porch_hallway,False,1511,15.0,29.0,25.0,41.896992808,-87.7703348
jb196683,03/23/2018 11:29:00 AM,apartment,True,212,2.0,3.0,35.0,41.82649745,-87.622683779
jb202761,03/28/2018 12:20:00 PM,street,False,2531,25.0,29.0,25.0,41.904869639,-87.769391307
jb203434,03/28/2018 08:36:00 PM,alley,False,813,8.0,23.0,65.0,41.778567794,-87.730558579
jb208993,04/02/2018 06:44:00 PM,alley,False,1132,11.0,28.0,26.0,41.874343989,-87.726582558
jb209073,04/02/2018 07:27:00 PM,sidewalk,False,815,8.0,23.0,57.0,41.803347283,-87.730803188
jb209359,04/03/2018 04:38:00 AM,apartment,True,1111,11.0,37.0,23.0,41.901658074,-87.732440134
jb210902,04/04/2018 10:16:00 AM,apartment,False,1512,15.0,29.0,25.0,41.882117181,-87.773895253
jb211626,04/04/2018 06:54:00 PM,street,False,1014,10.0,24.0,29.0,41.860265244,-87.717681438
jb212915,04/05/2018 06:54:00 PM,alley,False,834,8.0,18.0,70.0,41.738544402,-87.720105822
jb213540,04/06/2018 11:40:00 AM,apartment,False,423,4.0,7.0,46.0,41.736708219,-87.558339802
jb214232,04/06/2018 07:35:00 PM,residence,True,2213,22.0,21.0,73.0,41.709679842,-87.655651385
jb214537,04/07/2018 02:30:00 AM,street,False,734,7.0,17.0,67.0,41.764136279,-87.654899041
jb215189,04/07/2018 05:17:00 PM,street,False,1124,11.0,28.0,27.0,41.877324023,-87.706612089
jb215386,04/07/2018 09:00:00 PM,sidewalk,False,1024,10.0,22.0,30.0,41.847051861,-87.713642459
jb215729,04/08/2018 07:53:00 AM,alley,False,2521,25.0,31.0,19.0,41.936268932,-87.743141292
jb219084,04/11/2018 01:34:00 AM,apartment,False,1733,17.0,33.0,21.0,41.93934905,-87.70557876
jb219988,04/11/2018 05:10:00 PM,sidewalk,False,1113,11.0,28.0,26.0,41.884546123,-87.737400265
jb220197,04/11/2018 06:18:00 PM,apartment,False,1223,12.0,27.0,28.0,41.883126974,-87.67789702
jb220407,04/11/2018 10:47:00 PM,residence,False,925,9.0,11.0,61.0,41.814457902,-87.639672886
jb220614,04/12/2018 08:35:00 AM,auto,True,1115,11.0,28.0,26.0,41.880632459,-87.733639652
jb221924,04/13/2018 03:35:00 AM,sidewalk,False,634,6.0,21.0,49.0,41.722566263,-87.632171035
jb225247,04/15/2018 08:25:00 PM,alley,False,1412,14.0,35.0,21.0,41.939253513,-87.714264871
jb226161,04/16/2018 03:30:00 PM,street,False,2514,25.0,31.0,19.0,41.934097632,-87.75980626
jb227774,04/17/2018 07:42:00 PM,parking_lot,False,634,6.0,21.0,44.0,41.736084484,-87.629433662
jb228872,04/18/2018 05:00:00 PM,sidewalk,False,2222,22.0,21.0,73.0,41.728602941,-87.656287811
jb236716,04/24/2018 09:23:00 PM,street,False,1011,10.0,24.0,29.0,41.866225191,-87.721167065
jb238695,04/26/2018 12:22:00 PM,sidewalk,False,1123,11.0,28.0,27.0,41.880932047,-87.709514547
jb239188,04/26/2018 06:27:00 PM,street,False,2532,25.0,37.0,25.0,41.908047951,-87.763375204
jb239602,04/27/2018 03:02:00 AM,parking_lot,False,711,7.0,16.0,68.0,41.779806409,-87.641131698
jb242283,04/29/2018 08:06:00 AM,street,False,1533,15.0,28.0,25.0,41.879494129,-87.745955373
jb243194,04/29/2018 11:25:00 PM,convenience_store,False,323,3.0,6.0,69.0,41.765102317,-87.624897558
jb246307,05/02/2018 03:41:00 AM,apartment,True,234,2.0,5.0,41.0,41.799275367,-87.582312425
jb265786,05/02/2018 04:45:00 AM,apartment,True,314,3.0,20.0,42.0,41.778871742,-87.59631384
jb246855,05/02/2018 01:05:00 PM,cta_bus,False,823,8.0,16.0,66.0,41.780018994,-87.693419244
ja568833,05/02/2018 01:59:00 PM,hotel,False,2011,20.0,40.0,4.0,41.982224277,-87.693594288
jb247606,05/03/2018 03:56:00 AM,street,False,1133,11.0,24.0,29.0,41.867266762,-87.713770352
jb251712,05/05/2018 09:15:00 PM,cha_parking_lot_grounds,False,1124,11.0,28.0,27.0,41.880932047,-87.709514547
jb253051,05/07/2018 01:33:00 AM,vacant_lot_land,False,621,6.0,17.0,71.0,41.755263172,-87.644162528
jb253920,05/07/2018 04:04:00 PM,sidewalk,False,1135,11.0,28.0,29.0,41.867614798,-87.69959914
jb258496,05/10/2018 05:53:00 PM,street,False,623,6.0,17.0,44.0,41.750782715,-87.625813624
jb258088,05/11/2018 06:21:00 AM,park_property,False,1134,11.0,28.0,27.0,41.876218655,-87.708730543
jb259975,05/11/2018 07:23:00 PM,street,False,614,6.0,21.0,71.0,41.746295198,-87.660906059
jb263673,05/14/2018 07:20:00 PM,apartment,False,2521,25.0,31.0,19.0,41.927243123,-87.744734834
jb264263,05/15/2018 11:40:00 AM,street,False,1121,11.0,27.0,23.0,41.896348274,-87.713904401
jb264619,05/15/2018 03:19:00 PM,sidewalk,False,1123,11.0,28.0,27.0,41.885386072,-87.707014386
jb266545,05/16/2018 09:15:29 PM,street,False,434,4.0,7.0,51.0,41.70388614,-87.564454179
jb268112,05/18/2018 02:43:00 AM,street,False,212,2.0,4.0,35.0,41.830697249,-87.614476891
jb268985,05/18/2018 04:45:00 PM,street,False,512,5.0,34.0,49.0,41.704332667,-87.631219283
jb270276,05/19/2018 05:56:00 PM,street,False,1523,15.0,28.0,25.0,41.885752526,-87.762581859
jb270645,05/19/2018 10:54:00 PM,sidewalk,False,1012,10.0,24.0,29.0,41.858135128,-87.727378198
jb270718,05/20/2018 12:53:00 AM,sidewalk,False,1012,10.0,24.0,29.0,41.859840512,-87.735988797
jb271122,05/20/2018 12:30:00 PM,street,False,1012,10.0,24.0,29.0,41.856075642,-87.726094533
jb273286,05/22/2018 03:31:00 AM,gas_station,False,1411,14.0,33.0,21.0,41.939362537,-87.703031512
jb278224,05/25/2018 02:43:00 PM,sidewalk,False,624,6.0,6.0,69.0,41.752388168,-87.606475184
jb279170,05/26/2018 05:20:00 AM,street,False,1633,16.0,38.0,17.0,41.949372354,-87.780016416
jb281697,05/28/2018 01:11:00 AM,street,False,1533,15.0,24.0,25.0,41.871975557,-87.753650193
jb284232,05/29/2018 07:08:00 PM,street,False,321,3.0,20.0,42.0,41.774440876,-87.609445039
jb284621,05/30/2018 01:21:00 AM,sidewalk,False,1112,11.0,27.0,23.0,41.895420644,-87.720539406
jb284616,05/30/2018 04:20:00 AM,street,False,123,1.0,4.0,32.0,41.872795266,-87.63062334
jb285952,05/30/2018 09:28:00 PM,street,False,1523,15.0,28.0,25.0,41.882330734,-87.758238691
jb286595,05/31/2018 12:25:00 PM,parking_lot___garage__non_residential_,False,2521,25.0,31.0,19.0,41.93152369,-87.747334164
jb287275,05/31/2018 08:52:00 PM,porch,False,726,7.0,16.0,67.0,41.776722357,-87.676272259
jb291397,06/03/2018 05:08:00 PM,street,False,1033,10.0,12.0,30.0,41.844683598,-87.69560124
jb297270,06/07/2018 05:54:00 PM,garage,False,1021,10.0,24.0,29.0,41.855794799,-87.715118114
jb298179,06/08/2018 11:45:00 AM,street,False,934,9.0,20.0,61.0,41.799102533,-87.647712546
jb298782,06/08/2018 07:24:00 PM,street,False,1021,10.0,24.0,29.0,41.858359419,-87.710313967
jb300203,06/09/2018 08:23:00 PM,street,False,2522,25.0,30.0,20.0,41.917709533,-87.731473892
jb301642,06/11/2018 01:57:00 AM,sidewalk,False,832,8.0,16.0,66.0,41.77488294,-87.680957957
jb303350,06/12/2018 08:41:00 AM,garage,False,512,5.0,34.0,49.0,41.704419193,-87.624304349
jb305932,06/13/2018 10:27:00 PM,sidewalk,False,231,2.0,20.0,40.0,41.793570116,-87.62243888
jb303734,06/14/2018 01:38:00 PM,liquor_store,False,323,3.0,6.0,69.0,41.758361783,-87.617725721
jb307723,06/15/2018 09:43:00 AM,house,False,1712,17.0,39.0,13.0,41.972230291,-87.714695829
jb308673,06/15/2018 10:07:00 PM,street,False,313,3.0,20.0,42.0,41.780288003,-87.612785352
jb308673,06/15/2018 10:17:00 PM,street,False,313,3.0,20.0,42.0,41.780288003,-87.612785352
jb309066,06/16/2018 07:36:00 AM,street,False,1123,11.0,28.0,27.0,41.887443217,-87.712381872
jb309418,06/16/2018 01:10:00 PM,restaurant,False,1522,15.0,29.0,25.0,41.880295087,-87.761102829
jb309451,06/16/2018 01:31:00 PM,street,False,2232,22.0,9.0,73.0,41.708423621,-87.635587843
jb310408,06/17/2018 06:32:00 AM,gas_station,False,1131,11.0,24.0,26.0,41.874850606,-87.735272577
jb310642,06/17/2018 12:36:00 PM,street,False,2532,25.0,37.0,25.0,41.909868892,-87.764233371
jb310763,06/17/2018 01:00:00 PM,apartment,True,832,8.0,17.0,66.0,41.766453012,-87.687370197
jb300144,06/17/2018 04:05:00 PM,parking_lot,False,1131,11.0,24.0,29.0,41.865967079,-87.739430507
jb311580,06/18/2018 02:34:00 AM,sidewalk,False,731,7.0,6.0,69.0,41.759306416,-87.628029074
jb311508,06/18/2018 03:39:00 AM,house,False,921,9.0,14.0,58.0,41.820821284,-87.702896654
jb314372,06/19/2018 10:05:00 PM,residence___yard__front___back_,False,1115,11.0,28.0,26.0,41.879747768,-87.726648948
jb315183,06/20/2018 02:15:00 PM,sidewalk,False,933,9.0,20.0,61.0,41.802685798,-87.664809681
jb320525,06/24/2018 07:20:00 PM,garage,False,815,8.0,23.0,57.0,41.803639065,-87.728361417
jb322250,06/25/2018 04:12:00 PM,residence_porch_hallway,True,724,7.0,17.0,67.0,41.769893291,-87.656671282
jb325879,06/28/2018 07:02:00 AM,house,False,512,5.0,34.0,49.0,41.700501645,-87.624523155
jb326266,06/28/2018 12:50:00 PM,street,False,631,6.0,6.0,44.0,41.749297087,-87.614605202
jb326585,06/28/2018 04:35:00 PM,sidewalk,False,332,3.0,5.0,43.0,41.770913736,-87.589568135
jb329596,06/30/2018 08:00:00 PM,apartment,False,624,6.0,8.0,44.0,41.750527818,-87.597895144
jb331167,07/01/2018 08:45:00 PM,residence___yard__front___back_,False,933,9.0,20.0,61.0,41.805949937,-87.661250942
jb332700,07/02/2018 08:32:00 PM,apartment,True,835,8.0,18.0,66.0,41.75842654,-87.687967482
jb332903,07/02/2018 10:54:00 PM,street,False,713,7.0,16.0,67.0,41.780445554,-87.664245127
jb333435,07/03/2018 11:15:00 AM,alley,False,2233,22.0,34.0,49.0,41.700787634,-87.639002697
jb335890,07/05/2018 03:55:00 AM,residence_porch_hallway,False,712,7.0,16.0,68.0,41.793324684,-87.651210228
jb335959,07/05/2018 12:39:00 PM,river_bank,False,1822,18.0,27.0,8.0,41.905921825,-87.650321536
jb340227,07/08/2018 08:04:00 AM,street,False,513,5.0,34.0,49.0,41.693176605,-87.6231207
jb344497,07/10/2018 11:10:00 PM,street,False,824,8.0,16.0,63.0,41.79003576,-87.694423383
jb345230,07/11/2018 02:36:00 PM,street,False,624,6.0,8.0,69.0,41.75250676,-87.597942186
jb345261,07/11/2018 03:58:00 PM,street,False,715,7.0,15.0,67.0,41.789904134,-87.66690798
jb346048,07/12/2018 12:06:00 AM,apartment,False,713,7.0,16.0,67.0,41.790486472,-87.657606178
jb346797,07/12/2018 04:23:00 PM,street,False,715,7.0,15.0,67.0,41.789475966,-87.666897747
jb350722,07/15/2018 01:14:00 PM,apartment,True,1531,15.0,37.0,25.0,41.899276772,-87.75447959
jb352993,07/17/2018 03:30:00 AM,lakefront_waterfront_riverbank,False,1915,19.0,46.0,3.0,41.96252491,-87.634951241
jb354326,07/18/2018 12:43:00 AM,sidewalk,False,621,6.0,17.0,71.0,41.751952848,-87.647716123
jb359443,07/21/2018 05:16:00 PM,street,False,1533,15.0,28.0,25.0,41.878026693,-87.749328671
jb360968,07/22/2018 09:10:00 PM,sidewalk,False,1024,10.0,24.0,29.0,41.854635889,-87.712420345
jb358768,07/23/2018 12:12:00 AM,apartment,True,1112,11.0,27.0,23.0,41.901348592,-87.71651188
jb364747,07/25/2018 02:48:00 PM,sidewalk,False,931,9.0,15.0,61.0,41.806695917,-87.67395607
jb365528,07/26/2018 01:17:00 AM,street,False,934,9.0,20.0,61.0,41.799140951,-87.647712137
jb367086,07/27/2018 03:30:00 AM,sidewalk,False,2432,24.0,49.0,1.0,42.002111424,-87.658601868
jb367723,07/27/2018 03:13:00 PM,alley,False,913,9.0,11.0,60.0,41.833508064,-87.651033255
jb368383,07/27/2018 11:58:00 PM,street,False,1125,11.0,2.0,28.0,41.881149287,-87.687747582
jb368403,07/28/2018 12:29:00 AM,street,False,932,9.0,16.0,61.0,41.79696469,-87.665877661
jb369004,07/28/2018 01:30:00 PM,sidewalk,False,735,7.0,17.0,67.0,41.764876849,-87.666551232
jb369376,07/28/2018 06:29:00 PM,alley,False,322,3.0,20.0,69.0,41.770265624,-87.615379281
jb369652,07/28/2018 11:14:00 PM,other,False,314,3.0,5.0,42.0,41.7838172,-87.588693042
jb372197,07/30/2018 10:27:00 PM,street,False,223,2.0,3.0,38.0,41.808970443,-87.612658422
jb372406,07/31/2018 01:10:00 AM,alley,False,612,6.0,17.0,71.0,41.750374294,-87.662025195
jb373534,08/01/2018 06:20:00 AM,street,False,1431,14.0,35.0,22.0,41.927452663,-87.687729271
jb376988,08/03/2018 07:30:00 AM,apartment,False,424,4.0,7.0,46.0,41.745718464,-87.549140046
jb377084,08/03/2018 09:15:00 AM,street,False,715,7.0,16.0,67.0,41.793105647,-87.665778349
jb379119,08/04/2018 03:28:00 PM,sidewalk,False,1122,11.0,28.0,26.0,41.880741835,-87.724696987
jb379731,08/05/2018 12:23:00 AM,street,False,1012,10.0,24.0,29.0,41.85435437,-87.728577473
jb380284,08/05/2018 12:40:00 PM,parking_lot_garage_non_resid__,False,2533,25.0,37.0,23.0,41.90971226,-87.73926766
jb380921,08/05/2018 09:25:00 PM,apartment,True,612,6.0,17.0,71.0,41.752190503,-87.662405734
jb381095,08/05/2018 11:46:00 PM,gas_station,False,921,9.0,12.0,58.0,41.822245225,-87.690948128
jb384095,08/08/2018 03:00:00 AM,auto,False,935,9.0,3.0,37.0,41.799523382,-87.631963552
jb384159,08/08/2018 04:05:00 AM,street,False,1113,11.0,28.0,26.0,41.88619916,-87.738651896
jb384159,08/08/2018 04:21:00 AM,street,False,1113,11.0,28.0,26.0,41.88619916,-87.738651896
jb384769,08/08/2018 01:46:00 PM,sidewalk,False,533,5.0,9.0,54.0,41.655411665,-87.605125836
jb384129,08/09/2018 09:22:00 PM,auto,False,732,7.0,6.0,68.0,41.761034377,-87.641868616
jb387090,08/10/2018 08:50:00 AM,alley,False,921,9.0,12.0,58.0,41.822714066,-87.698273727
jb387780,08/10/2018 07:06:00 PM,street,True,421,4.0,7.0,43.0,41.752881737,-87.56262002
jb390333,08/12/2018 02:43:00 PM,sidewalk,False,1011,10.0,24.0,29.0,41.865650668,-87.721499289
jb392329,08/13/2018 07:50:00 PM,other,False,1113,11.0,28.0,25.0,41.878089777,-87.741282785
jb396746,08/17/2018 12:48:00 AM,parking_lot_garage_non_resid__,False,1834,18.0,42.0,8.0,41.890988065,-87.621021833
jb399529,08/19/2018 01:25:00 AM,street,False,1114,11.0,28.0,26.0,41.886790456,-87.728910671
jb399767,08/19/2018 08:21:00 AM,street,False,1913,19.0,46.0,3.0,41.965996614,-87.65886542
jb385534,08/19/2018 05:58:00 PM,street,False,714,7.0,15.0,67.0,41.783908493,-87.667963719
jb401992,08/20/2018 08:08:00 PM,vehicle_non_commercial,False,2512,25.0,36.0,19.0,41.918545229,-87.779191532
jb402270,08/21/2018 06:50:00 AM,street,False,412,4.0,8.0,46.0,41.743609604,-87.570975575
jb406714,08/24/2018 12:21:00 PM,commercial___business_office,False,1532,15.0,28.0,25.0,41.89007705,-87.745634398
jb411263,08/27/2018 06:29:00 PM,alley,False,933,9.0,20.0,61.0,41.807738845,-87.66495155
jb413219,08/29/2018 03:45:00 AM,street,False,1213,12.0,2.0,24.0,41.903354552,-87.666893991
jb413981,08/29/2018 04:21:00 PM,sidewalk,False,711,7.0,3.0,68.0,41.792200942,-87.634100608
jb414674,08/30/2018 08:46:00 AM,street,False,621,6.0,17.0,69.0,41.758053849,-87.635930129
jb415563,08/30/2018 07:00:00 PM,street,False,421,4.0,7.0,43.0,41.753584089,-87.563410557
jb416113,08/31/2018 09:28:00 AM,alley,False,1113,11.0,28.0,26.0,41.883238526,-87.736086724
jb417774,09/01/2018 11:49:00 AM,alley,False,1135,11.0,28.0,28.0,41.872699213,-87.688629374
jb419647,09/02/2018 09:02:00 PM,street,False,2424,24.0,49.0,1.0,42.018388759,-87.675898955
jb377572,09/03/2018 01:36:00 PM,street,False,421,4.0,7.0,43.0,41.756523865,-87.562686396
jb426365,09/07/2018 05:53:00 PM,auto,False,231,2.0,3.0,40.0,41.80149383,-87.617733802
jb426868,09/08/2018 02:05:00 AM,street,False,1024,10.0,22.0,30.0,41.845369904,-87.711155677
jb429941,09/10/2018 04:06:00 PM,sidewalk,False,633,6.0,8.0,44.0,41.729329016,-87.606240614
jb430382,09/10/2018 09:09:00 PM,street,False,934,9.0,16.0,61.0,41.795483769,-87.652485542
jb430730,09/11/2018 09:10:00 AM,street,False,311,3.0,20.0,40.0,41.781089507,-87.617201761
jb431911,09/12/2018 02:03:00 AM,apartment,False,133,1.0,3.0,35.0,41.839464759,-87.623233908
jb434092,09/13/2018 05:07:00 PM,street,False,814,8.0,22.0,56.0,41.816977662,-87.743401426
jb435876,09/14/2018 09:30:00 PM,sidewalk,False,233,2.0,20.0,40.0,41.793528842,-87.613168806
jb441147,09/18/2018 07:26:00 PM,park_property,False,2533,25.0,37.0,25.0,41.904103496,-87.752228236
jb441125,09/18/2018 07:34:00 PM,parking_lot,False,924,9.0,12.0,61.0,41.818506126,-87.665206456
jb445970,09/22/2018 08:27:00 AM,sidewalk,False,1121,11.0,27.0,23.0,41.892644577,-87.712570228
jb344266,09/22/2018 10:28:00 PM,apartment,False,1011,10.0,24.0,29.0,41.862559417,-87.721785736
jb449465,09/24/2018 10:57:00 PM,street,False,613,6.0,21.0,71.0,41.740953572,-87.648620933
jb450151,09/25/2018 11:36:00 AM,sidewalk,False,614,6.0,21.0,71.0,41.746779559,-87.658797592
jb451359,09/26/2018 09:22:00 AM,sidewalk,False,813,8.0,13.0,65.0,41.777594601,-87.731278943
jb451455,09/26/2018 10:07:00 AM,apartment,False,331,3.0,5.0,43.0,41.772524794,-87.571582753
jb452074,09/26/2018 03:18:00 PM,street,False,1111,11.0,37.0,23.0,41.897135444,-87.730322766
jb453732,09/27/2018 09:45:00 PM,street,False,613,6.0,21.0,71.0,41.740890605,-87.644972112
jb454189,09/28/2018 02:23:00 PM,street,False,712,7.0,16.0,68.0,41.780729909,-87.653316256
jb457568,10/01/2018 12:37:00 AM,street,False,123,1.0,2.0,32.0,41.875272573,-87.624251314
