CASE_NUMBER,Date,Location Description,Domestic,Beat,District,Ward,Community Area,Latitude,Longitude
jb457568,10/01/2018 12:39:00 AM,street,False,123,1.0,2.0,32.0,41.875272573,-87.624251314
jb458747,10/01/2018 07:07:00 PM,street,False,734,7.0,6.0,67.0,41.768167414,-87.659053795
jb459857,10/02/2018 05:14:00 PM,parking_lot,False,835,8.0,18.0,70.0,41.751084241,-87.682873764
jb461141,10/03/2018 03:35:00 PM,sidewalk,False,2412,24.0,50.0,2.0,41.999679671,-87.681808677
jb464035,10/05/2018 06:46:00 PM,street,False,331,3.0,5.0,43.0,41.772944101,-87.576479184
jb465438,10/06/2018 11:39:00 PM,alley,False,2522,25.0,36.0,20.0,41.921982699,-87.738926035
jb469140,10/09/2018 06:48:00 PM,office,False,533,5.0,9.0,54.0,41.648931657,-87.616380495
jb471302,10/11/2018 11:39:00 AM,street,False,1011,10.0,24.0,29.0,41.861972438,-87.71773114
jb475307,10/14/2018 03:00:00 PM,sidewalk,False,1124,11.0,28.0,27.0,41.880932047,-87.709514547
jb475877,10/15/2018 01:30:00 AM,house,True,322,3.0,6.0,69.0,41.766547354,-87.618499845
jb477554,10/16/2018 10:18:00 AM,gas_station,False,1131,11.0,28.0,26.0,41.874850606,-87.735272577
jb478579,10/17/2018 02:40:00 AM,street,False,631,6.0,6.0,44.0,41.746766617,-87.612379773
jb478964,10/17/2018 12:22:00 PM,street,False,912,9.0,12.0,59.0,41.828123558,-87.674015083
jb483692,10/20/2018 11:23:00 PM,auto,False,824,8.0,16.0,63.0,41.788283918,-87.690311907
jb489157,10/25/2018 06:30:00 AM,street,False,1134,11.0,24.0,27.0,41.870951552,-87.707056184
jb490658,10/26/2018 09:26:00 AM,street,False,1533,15.0,29.0,25.0,41.870230545,-87.747765807
jb493178,10/28/2018 03:05:00 AM,street,False,825,8.0,16.0,66.0,41.780536589,-87.68734253
jb493474,10/29/2018 11:17:00 AM,street,False,225,2.0,3.0,68.0,41.793486027,-87.629282689
jb496408,10/30/2018 03:34:00 PM,street,False,934,9.0,16.0,61.0,41.797683743,-87.663999836
jb496541,10/30/2018 04:59:00 PM,sidewalk,False,1031,10.0,22.0,30.0,41.838706452,-87.72595418
jb500250,11/02/2018 10:04:00 AM,barber_shop_beauty_salon,False,511,5.0,9.0,49.0,41.707877059,-87.608906806
jb501375,11/03/2018 01:05:00 AM,apartment,False,533,5.0,9.0,54.0,41.657909825,-87.600933258
jb502052,11/03/2018 02:50:00 PM,sidewalk,False,523,5.0,34.0,53.0,41.675561592,-87.632201928
jb502627,11/04/2018 12:45:00 AM,sidewalk,False,1111,11.0,37.0,23.0,41.897954243,-87.727387588
jb506497,11/06/2018 08:40:00 PM,street,False,815,8.0,14.0,57.0,41.804924561,-87.733293517
jb508351,11/08/2018 12:31:00 PM,street,False,331,3.0,5.0,43.0,41.766256914,-87.574497729
jb508485,11/08/2018 02:06:00 PM,house,True,524,5.0,34.0,53.0,41.682356024,-87.646196713
jb510330,11/09/2018 09:35:00 PM,residence,True,726,7.0,16.0,67.0,41.771190078,-87.67248322
jb510432,11/10/2018 12:14:00 AM,cta_train,False,914,9.0,25.0,34.0,41.852868298,-87.63091491
jb511050,11/10/2018 02:53:00 PM,gas_station,False,511,5.0,9.0,49.0,41.707095328,-87.628834415
jb511529,11/11/2018 12:30:00 AM,sidewalk,False,1232,12.0,27.0,28.0,41.877935869,-87.647983151
jb511975,11/11/2018 12:49:00 PM,alley,False,1135,11.0,28.0,27.0,41.871988266,-87.694489094
jb512606,11/12/2018 12:46:00 AM,sidewalk,False,2512,25.0,36.0,19.0,41.92207353,-87.783596131
jb516097,11/14/2018 08:13:00 PM,street,False,1132,11.0,28.0,26.0,41.876196728,-87.724060818
jb517509,11/15/2018 09:07:00 PM,street,False,832,8.0,17.0,66.0,41.769716082,-87.679624642
jb519595,11/17/2018 02:41:00 PM,street,False,322,3.0,6.0,69.0,41.769140544,-87.613199708
jb520288,11/18/2018 03:30:00 AM,street,False,1634,16.0,31.0,15.0,41.943317543,-87.752574358
jb522776,11/20/2018 10:57:00 AM,sidewalk,False,2221,22.0,21.0,71.0,41.735777438,-87.663928546
jb523107,11/20/2018 03:30:00 PM,porch,False,1021,10.0,24.0,29.0,41.865532893,-87.709300813
jb523961,11/21/2018 10:10:00 AM,house,True,723,7.0,6.0,68.0,41.77356331,-87.640703917
jb523961,11/21/2018 10:22:00 AM,house,True,723,7.0,6.0,68.0,41.77356331,-87.640703917
jb525987,11/23/2018 10:08:00 AM,street,False,933,9.0,20.0,61.0,41.803353604,-87.649123306
jb526639,11/23/2018 07:50:00 PM,alley,False,1623,16.0,45.0,15.0,41.965130329,-87.758377123
jb528092,11/25/2018 03:22:00 AM,residential_yard__front_back_,False,726,7.0,17.0,67.0,41.769653046,-87.672444009
jb528262,11/25/2018 10:12:00 AM,residence_garage,False,1624,16.0,45.0,15.0,41.958790915,-87.756132554
jb528907,11/25/2018 09:43:00 PM,sidewalk,False,1531,15.0,37.0,25.0,41.902285227,-87.752457779
jb532191,11/28/2018 03:21:00 PM,sidewalk,False,1133,11.0,24.0,27.0,41.872678215,-87.714239472
jb533959,11/29/2018 08:55:00 PM,street,False,723,7.0,6.0,68.0,41.772039059,-87.643246133
jb537072,12/02/2018 11:37:00 AM,residence,False,712,7.0,16.0,68.0,41.784365934,-87.650975199
jb537845,12/02/2018 11:30:00 PM,sidewalk,False,322,3.0,6.0,69.0,41.765618973,-87.619694123
jb540491,12/04/2018 09:26:00 PM,street,False,423,4.0,7.0,46.0,41.738445346,-87.557523829
jb543980,12/07/2018 04:53:00 PM,gangway,False,921,9.0,12.0,58.0,41.821811574,-87.698341345
jb545882,12/09/2018 03:06:00 AM,street,False,822,8.0,23.0,62.0,41.791489679,-87.716924517
jb546569,12/09/2018 05:09:00 PM,apartment,False,2222,22.0,21.0,73.0,41.727914135,-87.656756632
jb550999,12/12/2018 11:41:00 PM,sidewalk,False,523,5.0,9.0,53.0,41.668279054,-87.624748624
jb554761,12/15/2018 05:10:00 PM,parking_lot_garage_non_resid__,False,1122,11.0,28.0,26.0,41.879774973,-87.724529902
jb555342,12/16/2018 04:26:00 AM,street,False,1533,15.0,28.0,25.0,41.88038547,-87.753952417
jb556366,12/16/2018 10:45:00 PM,residence_porch_hallway,True,624,6.0,6.0,44.0,41.750465664,-87.608845937
jb560154,12/19/2018 06:08:00 PM,apartment,True,522,5.0,34.0,53.0,41.677954683,-87.629064468
jb560030,12/19/2018 08:25:00 PM,porch,False,2534,25.0,37.0,23.0,41.903786044,-87.73371691
jb561916,12/21/2018 03:00:00 AM,apartment,False,215,2.0,3.0,38.0,41.815698011,-87.62300861
jb563083,12/21/2018 08:32:00 PM,street,False,332,3.0,5.0,43.0,41.767395889,-87.587926237
jb564264,12/22/2018 07:00:00 PM,sidewalk,False,2212,22.0,19.0,72.0,41.70673486,-87.659329871
jb566081,12/24/2018 02:24:00 PM,house,False,2212,22.0,19.0,72.0,41.701856112,-87.659911802
jb567847,12/26/2018 02:20:00 PM,house,False,812,8.0,13.0,64.0,41.775264034,-87.765094943
jb570952,12/29/2018 01:35:00 AM,gas_station,False,632,6.0,9.0,44.0,41.735857166,-87.624152861
jb573005,12/30/2018 06:55:00 PM,alley,False,1012,10.0,24.0,29.0,41.854358409,-87.728302138
jd101694,01/02/2020 02:19:00 PM,street,False,322,3.0,6.0,69.0,41.768260855,-87.621765291
jd103496,01/03/2020 08:57:00 PM,retail_store,False,712,7.0,16.0,68.0,41.78408837,-87.654615414
jd104512,01/04/2020 06:57:00 PM,apartment,False,823,8.0,16.0,66.0,41.78447735,-87.700150848
jd105251,01/05/2020 04:00:00 AM,street,False,432,4.0,10.0,52.0,41.713254199,-87.537693709
jd105251,01/05/2020 04:33:00 PM,street,False,432,4.0,10.0,52.0,41.713254199,-87.537693709
jd108850,01/08/2020 05:10:00 PM,sidewalk,False,925,9.0,3.0,37.0,41.817564097,-87.632386717
jd110014,01/09/2020 03:34:00 PM,street,False,421,4.0,7.0,43.0,41.758365623,-87.561509844
jd110879,01/10/2020 06:15:00 PM,apartment,True,711,7.0,20.0,68.0,41.786310484,-87.642517431
jd111310,01/10/2020 06:36:00 PM,street,False,1135,11.0,28.0,27.0,41.871706,-87.696041325
jd114851,01/14/2020 01:15:00 AM,alley,False,1713,17.0,33.0,14.0,41.964986968,-87.708364312
jd114877,01/14/2020 05:27:00 AM,apartment,False,1733,17.0,33.0,16.0,41.949381495,-87.702998991
jd116111,01/15/2020 01:10:00 AM,street,False,613,6.0,21.0,71.0,41.744144963,-87.646282162
jd118228,01/16/2020 06:14:00 PM,barbershop,False,1114,11.0,28.0,26.0,41.884424833,-87.725774753
jd120104,01/18/2020 10:35:00 AM,sidewalk,False,1222,12.0,27.0,27.0,41.88644183,-87.704863032
jd121622,01/19/2020 09:55:00 PM,cha_apartment,True,1223,12.0,27.0,28.0,41.88453321,-87.680030969
jd124601,01/22/2020 02:17:00 PM,auto,False,1113,11.0,28.0,25.0,41.878865807,-87.742766464
jd126337,01/23/2020 08:25:00 PM,sidewalk,False,2432,24.0,49.0,1.0,42.004023621,-87.669339669
jd129426,01/26/2020 04:35:00 PM,auto,False,934,9.0,20.0,61.0,41.798957576,-87.659857028
jd130829,01/27/2020 07:38:00 PM,apartment,False,1914,19.0,46.0,3.0,41.966430564,-87.651032417
jd132010,01/28/2020 09:56:00 PM,house,False,522,5.0,9.0,53.0,41.677217445,-87.623870893
jd132214,01/28/2020 11:17:00 PM,street,False,924,9.0,15.0,61.0,41.808541832,-87.671398885
jd132836,01/29/2020 02:26:00 PM,street,False,1115,11.0,28.0,26.0,41.87883089,-87.728673561
jd133160,01/29/2020 06:24:00 PM,sidewalk,False,1133,11.0,24.0,27.0,41.873372456,-87.713212037
jd134414,01/30/2020 08:05:00 PM,street,False,1024,10.0,24.0,29.0,41.852732872,-87.711176088
jd136119,02/01/2020 10:00:00 AM,apartment,True,1423,14.0,26.0,24.0,41.905676873,-87.695527258
jd136981,02/02/2020 01:02:00 AM,street,False,1724,17.0,33.0,14.0,41.964664116,-87.712588602
jd140278,02/04/2020 08:18:00 PM,cha_parking_lot___grounds,False,915,9.0,3.0,34.0,41.825132264,-87.633199394
jd140749,02/05/2020 10:47:00 AM,cta_train,False,1232,12.0,25.0,28.0,41.875820724,-87.647175913
jd143446,02/07/2020 07:41:00 PM,retail_store,False,322,3.0,6.0,69.0,41.76556231,-87.622506226
jd144288,02/08/2020 07:29:00 AM,apartment,False,612,6.0,17.0,71.0,41.753755134,-87.648975985
jd145278,02/09/2020 02:45:00 AM,parking_lot,False,914,9.0,25.0,34.0,41.855209986,-87.632849422
jd145361,02/09/2020 05:27:00 AM,street,False,324,3.0,7.0,43.0,41.763346678,-87.579304394
jd149711,02/12/2020 08:40:00 PM,sidewalk,False,1724,17.0,33.0,16.0,41.955765782,-87.703726518
jd149784,02/12/2020 10:09:00 PM,street,True,631,6.0,8.0,44.0,41.745802731,-87.604449755
jd149826,02/12/2020 11:28:00 PM,tavern___liquor_store,False,1122,11.0,28.0,26.0,41.880751096,-87.723855981
jd150261,02/13/2020 12:53:00 PM,alley,False,511,5.0,9.0,49.0,41.713872099,-87.623651078
jd152182,02/14/2020 09:08:00 PM,apartment,False,312,3.0,20.0,69.0,41.776111866,-87.615523051
jd153956,02/16/2020 02:30:00 PM,street,False,813,8.0,23.0,64.0,41.778328613,-87.747451389
jd156966,02/19/2020 12:54:00 AM,street,False,831,8.0,17.0,66.0,41.77168615,-87.702138938
jd157682,02/19/2020 04:32:00 PM,hotel,False,213,2.0,3.0,38.0,41.823320055,-87.623203203
jd160647,02/22/2020 05:11:00 AM,apartment,False,311,3.0,20.0,40.0,41.780946398,-87.621995369
jd161486,02/23/2020 02:51:00 AM,parking_lot,False,232,2.0,20.0,40.0,41.79102539,-87.624978891
jd162608,02/23/2020 09:59:00 PM,residence___porch___hallway,False,313,3.0,20.0,42.0,41.783340761,-87.605993706
jd163780,02/24/2020 09:42:00 PM,apartment,False,1724,17.0,33.0,14.0,41.961765691,-87.700924577
jd168151,02/28/2020 04:19:00 PM,apartment,True,932,9.0,16.0,61.0,41.80068378,-87.665978435
jd169963,03/01/2020 07:04:00 AM,street,True,622,6.0,21.0,44.0,41.743604251,-87.627702601
jd169963,03/01/2020 08:03:00 AM,street,True,622,6.0,21.0,44.0,41.743604251,-87.627702601
jd170468,03/01/2020 05:19:00 PM,vestibule,False,223,2.0,4.0,38.0,41.808615911,-87.607780288
jd170823,03/01/2020 11:39:00 PM,street,False,913,9.0,11.0,60.0,41.845945278,-87.654310678
jd170886,03/02/2020 03:03:00 AM,street,False,1112,11.0,37.0,23.0,41.899499292,-87.723765893
jd175066,03/05/2020 03:26:00 PM,auto,False,1112,11.0,37.0,23.0,41.901713467,-87.72627576
jd182526,03/11/2020 09:25:00 PM,street,False,2512,25.0,29.0,18.0,41.921140751,-87.79817334
jd183381,03/12/2020 03:45:00 PM,street,False,1732,17.0,35.0,21.0,41.939851212,-87.71620344
jd185010,03/13/2020 11:32:00 PM,street,False,1923,19.0,46.0,6.0,41.952735252,-87.650281495
jd185870,03/14/2020 06:38:00 PM,hotel,False,1831,18.0,42.0,8.0,41.889602962,-87.629598125
jd185504,03/14/2020 07:39:00 PM,apartment,False,1135,11.0,27.0,27.0,41.874576918,-87.696119286
jd186480,03/15/2020 12:30:00 PM,residence,False,921,9.0,12.0,58.0,41.820534693,-87.690796465
jd188043,03/16/2020 09:33:00 PM,alley,False,2012,20.0,40.0,4.0,41.976929627,-87.680242247
jc560154,03/18/2020 12:25:00 PM,street,True,1114,11.0,28.0,26.0,41.883742447,-87.726989406
jd200565,04/02/2020 05:52:00 PM,parking_lot,False,1034,10.0,25.0,31.0,41.852259501,-87.670225243
jd201910,04/04/2020 12:58:00 PM,liquor_store,False,821,8.0,14.0,58.0,41.812669441,-87.704154102
jd202406,04/05/2020 06:10:00 AM,yard,True,1012,10.0,24.0,29.0,41.860071899,-87.726210906
jd202802,04/05/2020 07:41:00 PM,club,False,1523,15.0,37.0,25.0,41.889741913,-87.765198001
jd203044,04/06/2020 09:54:00 AM,street,False,1014,10.0,24.0,29.0,41.852325522,-87.715019384
jd203676,04/07/2020 02:20:00 AM,street,False,1113,11.0,28.0,25.0,41.885373604,-87.744065323
jd203693,04/07/2020 03:21:00 AM,street,False,1522,15.0,29.0,25.0,41.872906441,-87.758132253
jd204167,04/07/2020 05:09:00 PM,cta__l__platform,False,113,1.0,42.0,32.0,41.878638996,-87.627691486
jd204854,04/08/2020 04:05:00 PM,porch,False,1131,11.0,24.0,26.0,41.870969673,-87.737805425
jd204957,04/08/2020 05:30:00 PM,residence,True,333,3.0,5.0,43.0,41.765281881,-87.578123428
jd205675,04/10/2020 02:45:00 AM,street,False,831,8.0,17.0,66.0,41.773212262,-87.690803401
jd206576,04/10/2020 11:40:00 PM,gas_station,False,623,6.0,6.0,69.0,41.751452878,-87.624567581
jd208437,04/13/2020 07:31:00 PM,street,False,422,4.0,7.0,46.0,41.748285033,-87.552055115
jd208470,04/13/2020 08:54:00 PM,parking_lot,False,2011,20.0,40.0,2.0,41.983373861,-87.695524775
jd208946,04/14/2020 02:43:00 PM,auto,False,1133,11.0,28.0,27.0,41.875980385,-87.710840509
jd209949,04/16/2020 02:57:00 AM,street,False,331,3.0,5.0,43.0,41.767449408,-87.57388984
jd210646,04/16/2020 11:30:00 PM,residence,True,2522,25.0,36.0,19.0,41.921105241,-87.748682486
jd211346,04/17/2020 11:55:00 PM,alley,True,1513,15.0,29.0,25.0,41.866401642,-87.772934561
jd212064,04/19/2020 12:57:00 AM,street,False,712,7.0,16.0,68.0,41.789845076,-87.653549952
hy438692,04/21/2020 03:15:00 AM,street,False,2431,24.0,49.0,1.0,42.007859887,-87.668847207
jd215088,04/23/2020 06:30:00 AM,apartment,False,2232,22.0,34.0,49.0,41.705199933,-87.634831682
jd216194,04/24/2020 03:19:00 PM,street,False,2234,22.0,34.0,75.0,41.685907805,-87.642179389
jd219229,04/29/2020 06:09:00 AM,apartment,True,2033,20.0,47.0,3.0,41.974605662,-87.660819291
jd219023,04/29/2020 06:47:00 PM,street,False,2033,20.0,46.0,3.0,41.970875157,-87.661093881
jd221123,05/01/2020 03:00:00 AM,sidewalk,False,734,7.0,17.0,67.0,41.766217983,-87.662637159
jd222695,05/02/2020 09:59:00 PM,sidewalk,False,1231,12.0,28.0,28.0,41.868219921,-87.664046556
jd222763,05/03/2020 12:02:00 AM,porch,False,2223,22.0,21.0,73.0,41.726413874,-87.634887682
jd223625,05/05/2020 03:25:00 PM,street,True,1513,15.0,29.0,25.0,41.880238942,-87.76527117
jd225128,05/05/2020 07:00:00 PM,hallway,False,924,9.0,15.0,61.0,41.809859274,-87.666213335
jd225652,05/06/2020 01:10:00 PM,sidewalk,False,225,2.0,20.0,40.0,41.793939702,-87.624070351
jd225846,05/06/2020 04:35:00 PM,street,False,2422,24.0,49.0,1.0,42.021178873,-87.672429228
jd226367,05/07/2020 11:01:00 AM,auto,False,834,8.0,18.0,70.0,41.742207641,-87.720026998
jd227712,05/08/2020 10:53:00 PM,street,False,1121,11.0,27.0,23.0,41.892344767,-87.708900336
jd231188,05/13/2020 10:57:00 AM,alley,False,1123,11.0,28.0,27.0,41.885452115,-87.712100016
jd231606,05/13/2020 06:30:00 PM,gas_station,False,622,6.0,21.0,71.0,41.737770715,-87.643664418
jd231941,05/14/2020 07:25:00 AM,sidewalk,False,722,7.0,6.0,69.0,41.772028167,-87.628344299
jd233529,05/15/2020 09:27:00 PM,gas_station,False,935,9.0,20.0,61.0,41.801355133,-87.645341277
jd234177,05/16/2020 03:29:00 PM,street,False,632,6.0,8.0,44.0,41.743502672,-87.601375779
jd234384,05/16/2020 07:31:00 PM,street,False,1533,15.0,28.0,25.0,41.880040361,-87.753540588
jd235841,05/18/2020 03:15:00 PM,sidewalk,False,1132,11.0,24.0,29.0,41.867073979,-87.725972107
jd236268,05/19/2020 01:05:00 AM,apartment,True,823,8.0,17.0,66.0,41.777233456,-87.697358791
jd237809,05/20/2020 05:11:00 PM,street,False,1524,15.0,37.0,25.0,41.893966155,-87.759298631
jd241029,05/24/2020 02:09:00 AM,sidewalk,False,1133,11.0,28.0,26.0,41.876223222,-87.721817052
jd241071,05/24/2020 04:21:00 AM,street,False,624,6.0,8.0,69.0,41.75234058,-87.601572228
jd241150,05/24/2020 08:15:00 AM,alley,False,1121,11.0,27.0,23.0,41.900038273,-87.715246204
jb479063,05/25/2020 05:33:00 AM,alley,False,1112,11.0,27.0,23.0,41.899779997,-87.721335223
jd242789,05/25/2020 09:52:00 PM,sidewalk,False,1123,11.0,28.0,27.0,41.885494244,-87.714820859
jd243890,05/26/2020 10:22:00 PM,porch,False,2534,25.0,37.0,23.0,41.903533056,-87.729428701
jd246069,05/29/2020 01:13:00 AM,cta__l__platform,False,634,6.0,21.0,44.0,41.736277427,-87.62510451
jd246872,05/29/2020 06:23:00 PM,street,False,1523,15.0,37.0,25.0,41.887238537,-87.763964185
jd247157,05/30/2020 02:35:00 AM,cha_hallway,False,311,3.0,20.0,40.0,41.781184105,-87.615649806
jd247925,05/30/2020 10:09:00 PM,street,False,2512,25.0,36.0,19.0,41.922516379,-87.778106256
jd248484,05/31/2020 10:13:00 AM,apartment,True,831,8.0,17.0,66.0,41.764336915,-87.705645533
jd248674,05/31/2020 01:43:00 PM,sidewalk,False,231,2.0,20.0,40.0,41.792184965,-87.620782005
jd248956,05/31/2020 03:54:00 PM,street,False,924,9.0,15.0,61.0,41.811257522,-87.665039689
jd248810,05/31/2020 04:40:00 PM,street,False,712,7.0,16.0,68.0,41.786111606,-87.651026356
jd248976,05/31/2020 09:01:00 PM,street,False,1533,15.0,28.0,25.0,41.880402083,-87.752894698
jd249088,05/31/2020 10:51:00 PM,alley,False,1132,11.0,28.0,26.0,41.875192611,-87.731399296
jd250234,06/01/2020 07:22:00 PM,street,False,923,9.0,14.0,63.0,41.800918465,-87.698177238
jd250291,06/01/2020 10:07:00 PM,street,True,414,4.0,8.0,43.0,41.754791171,-87.571169445
jd250528,06/02/2020 01:11:00 AM,sidewalk,False,232,2.0,20.0,40.0,41.787401135,-87.623354067
jd249292,06/03/2020 12:08:00 AM,hospital,False,722,7.0,20.0,68.0,41.778099133,-87.633828531
jd252220,06/03/2020 10:46:00 AM,street,False,734,7.0,17.0,67.0,41.759537906,-87.657875978
jd254045,06/04/2020 10:17:00 PM,street,False,424,4.0,10.0,46.0,41.73014941,-87.545039445
jd254764,06/05/2020 03:05:00 PM,street,False,1121,11.0,27.0,23.0,41.895967285,-87.711450843
jd256319,06/07/2020 03:50:00 AM,street,False,523,5.0,34.0,53.0,41.669782721,-87.636832454
jd258149,06/08/2020 10:25:00 PM,cha_parking_lot,False,533,5.0,9.0,54.0,41.65803116,-87.597587155
jd258890,06/09/2020 03:46:00 PM,sidewalk,False,1013,10.0,22.0,30.0,41.846101988,-87.72383262
jd259358,06/10/2020 02:46:00 AM,hallway,False,1821,18.0,27.0,8.0,41.907153315,-87.639680572
jd262397,06/12/2020 08:33:00 PM,alley,False,1234,12.0,25.0,31.0,41.854064086,-87.671931786
jd262632,06/13/2020 04:18:00 AM,street,False,2534,25.0,26.0,23.0,41.905583777,-87.733766212
jd263221,06/13/2020 05:51:00 PM,street,False,1024,10.0,22.0,30.0,41.847129243,-87.711204694
jd264558,06/15/2020 09:00:00 AM,apartment,False,423,4.0,7.0,48.0,41.728150772,-87.559050789
jd264737,06/15/2020 11:14:00 AM,sidewalk,False,1533,15.0,29.0,25.0,41.874030811,-87.748201104
jd264558,06/15/2020 12:40:00 PM,apartment,False,423,4.0,7.0,48.0,41.728150772,-87.559050789
jd265084,06/15/2020 04:51:00 PM,convenience_store,False,433,4.0,10.0,55.0,41.653083749,-87.55194424
jd265264,06/15/2020 06:29:00 PM,street,False,223,2.0,3.0,38.0,41.802788399,-87.616296343
jd266395,06/16/2020 08:32:00 PM,sidewalk,False,2515,25.0,36.0,19.0,41.923098765,-87.759805558
jd268199,06/18/2020 04:08:00 PM,apartment,False,312,3.0,20.0,69.0,41.775815434,-87.615515359
jd268744,06/19/2020 03:57:00 AM,street,False,624,6.0,8.0,44.0,41.751317093,-87.602456059
jd269005,06/19/2020 11:30:00 AM,auto,False,631,6.0,8.0,44.0,41.746722963,-87.606322886
jd269510,06/19/2020 06:29:00 PM,street,False,334,3.0,7.0,43.0,41.75965263,-87.564774781
jd269688,06/19/2020 10:25:00 PM,street,False,1533,15.0,24.0,25.0,41.875876362,-87.74525413
jd269849,06/20/2020 01:33:00 AM,street,False,714,7.0,15.0,67.0,41.786152109,-87.666807503
jd269869,06/20/2020 02:07:00 AM,residence___yard__front___back_,False,731,7.0,6.0,69.0,41.759126893,-87.629632724
jd270626,06/20/2020 05:10:00 PM,alley,False,414,4.0,7.0,46.0,41.751006432,-87.569876598
jd270626,06/20/2020 05:46:00 PM,alley,False,414,4.0,7.0,46.0,41.751006432,-87.569876598
jd270705,06/20/2020 07:30:00 PM,street,False,1434,14.0,1.0,22.0,41.916251505,-87.687379232
jd270740,06/20/2020 08:31:00 PM,street,False,1512,15.0,29.0,25.0,41.884848062,-87.76502469
jd271074,06/21/2020 03:39:00 AM,parking_lot___garage__non_residential_,False,1613,16.0,41.0,10.0,41.981433354,-87.8069408
jd271655,06/21/2020 07:49:00 PM,street,False,1112,11.0,37.0,23.0,41.895865302,-87.723649858
jd272406,06/22/2020 01:01:00 PM,street,True,614,6.0,21.0,71.0,41.736700905,-87.667945593
jd272406,06/22/2020 01:26:00 PM,street,True,614,6.0,21.0,71.0,41.736700905,-87.667945593
jd273788,06/23/2020 05:48:00 PM,street,False,231,2.0,20.0,40.0,41.792991176,-87.616713585
jd275420,06/25/2020 03:00:00 AM,garage,False,733,7.0,6.0,68.0,41.765141254,-87.64851777
jd277595,06/27/2020 12:20:00 AM,sidewalk,False,2024,20.0,48.0,3.0,41.969580739,-87.64640227
jd277941,06/27/2020 12:08:00 PM,vehicle_non_commercial,False,422,4.0,7.0,46.0,41.748896878,-87.552842913
jd278497,06/27/2020 10:06:00 PM,sidewalk,False,1831,18.0,42.0,8.0,41.890845813,-87.629103359
jd278448,06/28/2020 02:25:00 AM,house,False,1413,14.0,35.0,22.0,41.919138213,-87.714749604
jd278792,06/28/2020 07:51:00 AM,street,False,423,4.0,7.0,46.0,41.745910678,-87.553996731
jd279449,06/28/2020 08:58:00 PM,sidewalk,False,814,8.0,22.0,56.0,41.808843324,-87.744415076
jd279940,06/29/2020 11:04:00 AM,motel,False,1611,16.0,39.0,10.0,41.99233654,-87.782476935
jd281835,07/01/2020 01:58:00 AM,street,False,725,7.0,17.0,67.0,41.769378793,-87.663942241
jd281693,07/01/2020 02:30:00 AM,cha_parking_lot,False,533,5.0,9.0,54.0,41.653409417,-87.604870291
