CASE_NUMBER,NUM_CRIMES_DISTRICT,NUM_CRIMES_BEAT,NUM_CRIMES_COMM_AREA,NUM_CRIMES_WARD,NUM_CRIMES_BLOCK,NUM_CRIMES_ZIP_CODE,NUM_CRIMES_STREET_ORG,AREA_INCOME,AREA_ASSAULT_HOMICIDE,AREA_FIREARM,AREA_POVERTY_HEALTH,AREA_HIGH_SCHOOL_DIPLOMA,AREA_UNEMPLOYMENT,AREA_BIRTH_RATE,NUM_OF_DEAD,NUM_OF_ARREST,NUM_OF_VICTIMS,IS_DOMESTIC,NIGHT_CRIME,IS_KILLED_A_CHILD,MULTIPLE_ARRESTS,HAS_STREET_ORGANIZATION,IS_RATIAL,ARRESTED_RACE,VICTIM_RACE,AVER_AGE,AVG_NUM_CHARGES,IMMEDIATE_ARREST,IS_HOMICIDE
ja568833,24,5,9,11,1,36,0,35503,5.0,6.1,9.5,12.5,6.8,17.1,1,4,1,0,0,0,1,0,1,mixed,_1140,35.0,1.75,0,1
jb247606,295,25,120,156,2,1175,160,12548,46.7,37.6,38.6,30.4,18.5,20.6,1,1,5,0,0,0,0,1,0,_1142,mixed,13.0,4.0,0,1
jb251712,295,10,67,196,3,470,64,13596,38.4,37.1,39.7,26.2,16.4,19.4,0,1,2,0,0,0,0,1,0,_1142,mixed,17.5,2.0,0,0
jb253051,179,17,80,107,2,161,46,16022,37.6,32.6,24.5,19.5,24.2,15.1,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,3.0,0,0
jb253920,295,14,120,196,1,75,4,12548,46.7,37.6,38.6,30.4,18.5,20.6,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,0
jb258496,179,16,69,107,2,161,70,20320,45.2,37.9,25.3,13.7,19.0,14.4,1,2,1,0,0,0,1,1,0,mixed,_1140,55.0,1.0,0,1
jb258088,295,19,67,196,1,235,32,13596,38.4,37.1,39.7,26.2,16.4,19.4,1,1,1,0,0,1,0,1,0,_1142,_1140,10.0,2.0,0,1
jb259975,179,9,80,84,1,161,46,16022,37.6,32.6,24.5,19.5,24.2,15.1,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,1.0,0,0
jb263673,142,8,50,27,1,93,53,15246,7.0,5.5,18.6,37.0,11.5,20.0,1,2,1,1,0,0,1,1,0,mixed,_1140,35.0,2.5,0,1
jb264263,295,25,115,100,1,178,150,13391,29.0,22.7,32.6,36.8,12.3,19.2,1,1,1,0,0,1,0,1,0,_1142,_1140,10.0,1.0,0,1
jb264619,295,15,67,196,2,470,64,13596,38.4,37.1,39.7,26.2,16.4,19.4,0,1,2,0,0,0,0,1,0,_1142,mixed,25.0,4.0,0,0
jb266545,147,8,18,94,1,121,0,15506,41.3,35.1,24.5,21.9,11.8,15.8,0,1,1,0,0,0,0,0,0,_1142,_1140,10.0,2.0,0,0
jb268112,106,8,21,45,4,46,26,23098,13.6,9.1,26.1,16.9,16.7,10.3,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,1
jb268985,142,20,75,95,1,145,26,17974,40.9,37.7,19.5,17.4,17.8,14.3,0,2,1,0,0,0,1,1,0,mixed,_1140,25.0,1.0,0,0
jb270276,174,25,244,196,1,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,0,0,1,0,1,0,_1142,_1140,10.0,2.0,0,1
jb270645,153,16,120,156,3,185,35,12548,46.7,37.6,38.6,30.4,18.5,20.6,0,3,1,0,0,0,1,1,0,mixed,_1140,25.0,2.0,0,0
jb270718,153,16,120,156,1,555,21,12548,46.7,37.6,38.6,30.4,18.5,20.6,0,1,3,0,0,0,0,1,0,_1142,mixed,38.333333333333336,1.0,0,0
jb271122,153,16,120,156,1,185,35,12548,46.7,37.6,38.6,30.4,18.5,20.6,1,1,1,0,0,1,0,1,0,_1142,_1140,10.0,1.0,0,1
jb273286,58,1,12,17,1,104,64,20489,4.7,4.6,14.6,25.7,9.3,18.5,1,2,4,0,0,0,1,1,0,mixed,mixed,27.5,1.5,0,1
jb278224,179,24,90,126,1,163,0,17213,49.7,44.6,25.6,17.9,18.9,18.2,0,3,1,0,0,0,1,0,0,mixed,_1140,35.0,1.6666666666666667,0,0
jb279170,44,3,18,16,1,22,0,26347,3.7,5.2,8.3,18.0,8.6,12.5,0,2,1,0,0,0,1,0,0,mixed,_1140,45.0,1.5,0,0
jb281697,174,34,244,156,1,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,3.0,0,1
jb284232,180,20,49,126,3,132,50,18928,31.1,25.0,28.3,17.9,17.3,15.1,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,1.0,0,0
jb284621,295,39,115,100,5,235,31,13391,29.0,22.7,32.6,36.8,12.3,19.2,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,1.0,0,0
jb284616,52,4,22,45,1,12,0,67699,0.7,4.0,11.1,3.4,4.2,9.4,1,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,1
jb285952,174,25,244,196,1,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,2,1,0,0,0,1,1,0,mixed,_1140,25.0,1.0,0,1
jb286595,142,8,50,27,1,37,53,15246,7.0,5.5,18.6,37.0,11.5,20.0,0,2,1,0,0,0,1,1,0,mixed,_1140,10.0,1.0,0,0
jb287275,213,16,99,118,1,304,64,10559,47.2,39.3,32.3,30.3,34.7,20.3,1,2,2,0,0,0,1,1,0,mixed,mixed,25.0,3.0,0,1
jb291397,153,9,52,41,1,185,50,10697,11.1,8.6,28.1,58.7,11.5,19.5,0,3,1,0,0,0,1,1,0,mixed,_1140,25.0,2.3333333333333335,0,0
jb297270,153,17,120,156,1,185,85,12548,46.7,37.6,38.6,30.4,18.5,20.6,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
jb298179,165,24,83,126,2,139,84,12524,26.6,24.6,30.6,42.4,17.4,21.4,0,2,1,0,0,0,1,1,0,mixed,_1140,25.0,1.5,0,0
jb298782,153,17,120,156,1,185,35,12548,46.7,37.6,38.6,30.4,18.5,20.6,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,1
jb300203,142,8,13,25,1,186,300,15411,12.7,11.8,19.1,41.9,12.9,20.3,0,1,2,0,0,0,0,1,1,_1142,mixed,17.5,3.0,0,0
jb301642,150,18,80,118,2,304,36,14405,22.4,19.4,22.2,31.6,11.9,20.1,0,1,2,0,0,0,0,1,1,_1142,mixed,35.0,2.0,0,0
jb303350,142,20,75,95,3,145,0,17974,40.9,37.7,19.5,17.4,17.8,14.3,1,1,1,0,0,0,0,0,1,_1142,_1140,45.0,3.0,0,1
jb305932,106,11,37,126,1,132,26,13087,44.6,39.5,39.1,28.3,23.2,19.3,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,3.0,0,0
jb303734,180,20,90,126,2,163,70,17213,49.7,44.6,25.6,17.9,18.9,18.2,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,1
jb307723,44,9,5,16,2,36,0,24941,3.0,3.1,12.4,18.2,7.5,10.9,1,1,1,1,0,0,0,0,0,_1142,_1140,25.0,1.0,0,1
jb308673,360,34,98,252,4,264,100,18928,31.1,25.0,28.3,17.9,17.3,15.1,2,1,2,0,0,0,0,1,0,_1142,mixed,35.0,2.0,0,1
jb308673,360,34,98,252,4,264,100,18928,31.1,25.0,28.3,17.9,17.3,15.1,2,1,2,0,0,0,0,1,0,_1142,mixed,35.0,2.0,0,1
jb309066,295,15,67,196,1,235,32,13596,38.4,37.1,39.7,26.2,16.4,19.4,1,1,1,0,0,1,0,1,0,_1142,_1140,10.0,1.0,0,1
jb309418,174,20,244,88,2,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,4.0,0,0
jb309451,76,13,31,90,1,145,35,19709,38.0,35.6,15.7,15.6,18.3,12.0,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
jb310408,295,25,99,156,3,235,117,10951,40.0,36.0,40.3,26.2,25.2,20.1,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
jb310642,142,21,244,112,2,93,0,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,1
jb310763,150,18,80,107,1,108,75,14405,22.4,19.4,22.2,31.6,11.9,20.1,1,1,1,1,0,0,0,1,0,_1142,_1140,45.0,2.0,0,1
jb300144,295,25,120,156,1,235,4,12548,46.7,37.6,38.6,30.4,18.5,20.6,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
jb311580,213,12,90,126,1,151,12,17213,49.7,44.6,25.6,17.9,18.9,18.2,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,2.0,0,0
jb311508,165,13,28,28,1,63,39,13138,11.1,10.6,23.0,48.2,11.2,20.6,1,1,1,1,0,0,0,1,0,_1142,_1140,45.0,1.0,0,1
jb314372,295,12,99,196,3,470,234,10951,40.0,36.0,40.3,26.2,25.2,20.1,0,2,2,0,0,0,1,1,0,mixed,mixed,10.0,1.5,0,0
jb315183,165,7,83,126,2,139,84,12524,26.6,24.6,30.6,42.4,17.4,21.4,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
jb320525,150,9,5,20,1,63,0,16145,16.6,15.4,13.0,36.4,14.2,18.1,1,1,1,0,0,0,0,0,1,_1142,_1140,25.0,1.0,0,1
jb322250,213,6,99,107,1,152,15,10559,47.2,39.3,32.3,30.3,34.7,20.3,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
jb325879,142,20,75,95,2,145,26,17974,40.9,37.7,19.5,17.4,17.8,14.3,1,1,1,1,0,0,0,1,0,_1142,_1140,35.0,3.0,0,1
jb326266,179,17,69,126,1,163,15,20320,45.2,37.9,25.3,13.7,19.0,14.4,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
jb326585,180,17,101,68,1,132,103,18366,33.4,30.0,31.5,14.9,17.7,15.7,0,1,1,0,0,0,0,1,0,_1142,_1140,55.0,1.0,0,0
jb329596,179,24,69,76,1,163,0,20320,45.2,37.9,25.3,13.7,19.0,14.4,1,1,1,1,0,0,0,0,0,_1142,_1140,35.0,2.0,0,1
jb331167,165,7,83,126,1,139,84,12524,26.6,24.6,30.6,42.4,17.4,21.4,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,0
jb332700,150,12,80,29,1,108,0,14405,22.4,19.4,22.2,31.6,11.9,20.1,0,1,1,1,0,0,0,0,0,_1142,_1140,25.0,2.0,0,0
jb332903,213,17,99,118,1,152,81,10559,47.2,39.3,32.3,30.3,34.7,20.3,0,1,1,0,0,0,0,1,0,_1142,_1140,65.0,1.0,0,0
jb333435,76,8,75,95,1,145,0,17974,40.9,37.7,19.5,17.4,17.8,14.3,0,2,1,0,0,0,1,0,0,mixed,_1140,25.0,1.5,0,0
jb335890,213,29,104,118,1,151,34,11993,45.1,44.9,42.2,29.4,21.3,20.0,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
jb335959,48,2,44,100,1,8,0,87163,3.7,3.2,13.4,3.4,5.2,10.7,1,1,1,0,0,0,0,0,0,_1142,_1140,55.0,2.0,0,1
jb340227,142,7,75,95,1,145,0,17974,40.9,37.7,19.5,17.4,17.8,14.3,1,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,1
jb344497,150,8,21,118,1,108,24,12014,10.8,11.1,20.8,54.1,14.0,21.8,1,3,1,0,0,0,1,1,1,mixed,_1140,45.0,1.0,1,1
jb345230,179,24,90,76,1,163,0,17213,49.7,44.6,25.6,17.9,18.9,18.2,1,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,1
jb345261,213,10,99,69,2,152,32,10559,47.2,39.3,32.3,30.3,34.7,20.3,1,1,1,0,0,1,0,1,1,_1142,_1140,10.0,2.0,0,1
jb346048,213,17,99,118,1,152,3,10559,47.2,39.3,32.3,30.3,34.7,20.3,1,1,1,1,0,0,0,1,0,_1142,_1140,35.0,3.0,0,1
jb346797,213,10,99,69,2,152,32,10559,47.2,39.3,32.3,30.3,34.7,20.3,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,0
jb350722,174,22,244,112,1,178,70,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,2,1,1,0,0,1,1,0,mixed,_1140,55.0,1.5,0,1
jb352993,36,2,25,17,1,34,0,32355,5.4,4.6,22.7,13.6,7.7,13.1,0,1,1,0,0,0,0,0,1,_1142,_1140,25.0,1.0,0,0
jb354326,179,17,80,107,2,161,46,16022,37.6,32.6,24.5,19.5,24.2,15.1,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
jb359443,174,34,244,196,2,430,378,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,2,0,0,0,0,1,0,_1142,mixed,25.0,1.0,0,0
jb360968,153,14,120,156,2,185,35,12548,46.7,37.6,38.6,30.4,18.5,20.6,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,1.0,0,0
jb358768,295,39,115,100,1,178,150,13391,29.0,22.7,32.6,36.8,12.3,19.2,1,1,1,1,0,0,0,1,0,_1142,_1140,25.0,2.0,0,1
jb364747,165,15,83,69,1,278,168,12524,26.6,24.6,30.6,42.4,17.4,21.4,0,1,2,0,0,0,0,1,1,_1142,mixed,22.5,4.0,0,0
jb365528,165,24,83,126,2,139,84,12524,26.6,24.6,30.6,42.4,17.4,21.4,1,1,1,0,0,0,0,1,0,_1142,_1140,45.0,2.0,0,1
jb367086,43,4,26,26,1,56,0,23714,7.7,5.2,22.7,18.1,7.5,16.4,0,1,2,0,0,0,0,0,0,_1142,mixed,10.0,1.0,0,0
jb367723,165,7,11,24,1,60,0,24969,4.9,4.5,17.3,25.6,11.2,11.7,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,4.0,0,0
jb368383,295,6,43,43,1,75,4,41488,12.7,9.3,21.6,11.2,10.7,18.2,1,1,1,0,0,0,0,1,0,_1142,_1140,45.0,1.0,0,1
jb368403,165,14,83,118,2,139,84,12524,26.6,24.6,30.6,42.4,17.4,21.4,1,2,1,0,0,0,1,1,0,mixed,_1140,25.0,1.5,0,1
jb369004,213,15,99,107,1,152,81,10559,47.2,39.3,32.3,30.3,34.7,20.3,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
jb369376,180,17,90,126,1,132,70,17213,49.7,44.6,25.6,17.9,18.9,18.2,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,2.0,0,0
jb369652,180,7,49,68,1,132,50,18928,31.1,25.0,28.3,17.9,17.3,15.1,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,0
jb372197,106,10,40,87,1,42,32,22056,32.1,25.8,28.3,19.4,20.6,14.3,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,3.0,0,1
jb372406,179,16,80,107,1,161,46,16022,37.6,32.6,24.5,19.5,24.2,15.1,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
jb373534,58,5,26,22,1,43,0,29026,8.6,10.2,17.2,18.5,7.5,18.2,1,1,1,0,0,0,0,0,1,_1142,_1140,55.0,1.0,0,1
jb376988,147,13,55,94,2,121,66,15393,36.9,33.7,28.0,28.2,17.7,18.1,0,1,1,1,0,0,0,1,0,_1142,_1140,35.0,1.0,0,0
jb377084,213,10,99,118,1,152,32,10559,47.2,39.3,32.3,30.3,34.7,20.3,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
jb379119,295,18,99,196,2,235,117,10951,40.0,36.0,40.3,26.2,25.2,20.1,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,3.0,0,0
jb379731,153,16,120,156,2,185,85,12548,46.7,37.6,38.6,30.4,18.5,20.6,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,2.0,0,0
jb380284,142,14,115,112,1,178,150,13391,29.0,22.7,32.6,36.8,12.3,19.2,0,1,1,0,0,0,0,1,0,_1142,_1140,65.0,2.0,0,0
jb380921,179,16,80,107,1,161,46,16022,37.6,32.6,24.5,19.5,24.2,15.1,1,1,1,1,0,0,0,1,0,_1142,_1140,35.0,2.0,0,1
jb381095,165,13,28,41,2,63,39,13138,11.1,10.6,23.0,48.2,11.2,20.6,0,1,1,0,0,0,0,1,1,_1142,_1140,10.0,3.0,0,0
jb384095,165,8,15,87,1,139,21,9016,49.6,22.6,55.5,33.7,40.0,11.9,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,1
jb384159,590,52,198,392,4,1175,585,10951,40.0,36.0,40.3,26.2,25.2,20.1,2,1,5,0,0,0,0,1,0,_1142,mixed,22.0,2.0,0,1
jb384159,590,52,198,392,4,1175,585,10951,40.0,36.0,40.3,26.2,25.2,20.1,2,1,5,0,0,0,0,1,0,_1142,mixed,22.0,2.0,0,1
jb384769,142,26,27,90,1,32,32,8535,33.0,32.8,61.4,24.6,26.4,12.5,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,3.0,0,0
jb384129,213,12,104,126,1,151,101,11993,45.1,44.9,42.2,29.4,21.3,20.0,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,2.0,0,1
jb387090,165,13,28,41,1,63,39,13138,11.1,10.6,23.0,48.2,11.2,20.6,1,1,1,0,0,1,0,1,1,_1142,_1140,10.0,1.0,0,1
jb387780,147,24,101,94,2,117,103,18366,33.4,30.0,31.5,14.9,17.7,15.7,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,4.0,0,1
jb390333,153,27,120,156,3,185,35,12548,46.7,37.6,38.6,30.4,18.5,20.6,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,3.0,0,0
jb392329,295,26,244,196,1,215,22,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
jb396746,48,8,44,37,1,12,0,87163,3.7,3.2,13.4,3.4,5.2,10.7,0,1,1,0,0,0,0,0,1,_1142,_1140,25.0,2.0,0,0
jb399529,295,12,99,196,1,235,4,10951,40.0,36.0,40.3,26.2,25.2,20.1,0,1,1,0,0,0,0,1,0,_1142,_1140,45.0,3.0,0,0
jb399767,36,6,25,17,1,34,13,32355,5.4,4.6,22.7,13.6,7.7,13.1,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,1
jb385534,213,9,99,69,1,152,81,10559,47.2,39.3,32.3,30.3,34.7,20.3,1,2,1,0,0,0,1,1,0,mixed,_1140,65.0,1.0,0,1
jb401992,142,15,50,26,1,93,53,15246,7.0,5.5,18.6,37.0,11.5,20.0,0,1,1,0,1,0,0,1,0,_1142,_1140,25.0,1.0,0,0
jb402270,147,11,55,76,2,121,0,15393,36.9,33.7,28.0,28.2,17.7,18.1,0,1,1,0,0,0,0,0,0,_1142,_1140,65.0,2.0,0,0
jb406714,174,24,244,196,1,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,1,0,0,0,0,1,0,_1142,_1140,45.0,2.0,0,0
jb411263,165,7,83,126,1,139,84,12524,26.6,24.6,30.6,42.4,17.4,21.4,0,1,1,0,0,0,0,1,1,_1142,_1140,25.0,2.0,0,0
jb413219,72,5,37,43,1,8,0,39596,8.5,6.6,15.7,13.4,6.0,18.8,0,1,1,0,0,0,0,0,0,_1142,_1140,35.0,1.0,0,0
jb413981,213,14,104,87,2,151,34,11993,45.1,44.9,42.2,29.4,21.3,20.0,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,3.0,0,0
jb414674,179,17,90,107,1,161,0,17213,49.7,44.6,25.6,17.9,18.9,18.2,1,2,1,0,0,0,1,0,1,mixed,_1140,25.0,1.5,0,1
jb415563,147,24,101,94,2,117,103,18366,33.4,30.0,31.5,14.9,17.7,15.7,0,2,1,0,0,0,1,1,0,mixed,_1140,25.0,3.0,0,0
jb416113,295,26,99,196,1,470,234,10951,40.0,36.0,40.3,26.2,25.2,20.1,1,4,2,0,0,0,1,1,0,mixed,mixed,25.0,2.25,0,1
jb417774,295,14,43,196,1,75,27,41488,12.7,9.3,21.6,11.2,10.7,18.2,1,1,1,0,0,0,0,1,0,_1142,_1140,55.0,1.0,0,1
jb419647,43,6,26,26,1,28,0,23714,7.7,5.2,22.7,18.1,7.5,16.4,1,1,1,0,0,0,0,0,1,_1142,_1140,25.0,1.0,0,1
jb377572,147,24,101,94,1,117,103,18366,33.4,30.0,31.5,14.9,17.7,15.7,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,1
jb426365,106,11,37,87,2,84,52,13087,44.6,39.5,39.1,28.3,23.2,19.3,1,2,2,0,0,0,1,1,0,mixed,mixed,40.0,3.5,0,1
jb426868,153,14,52,44,1,185,50,10697,11.1,8.6,28.1,58.7,11.5,19.5,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,4.0,0,0
jb429941,179,11,69,76,1,489,0,20320,45.2,37.9,25.3,13.7,19.0,14.4,0,1,3,0,0,0,0,0,0,_1142,mixed,10.0,1.0,0,0
jb430382,165,24,83,118,1,139,84,12524,26.6,24.6,30.6,42.4,17.4,21.4,1,1,1,0,1,0,0,1,0,_1142,_1140,65.0,1.0,0,1
jb430730,180,12,37,126,1,132,0,13087,44.6,39.5,39.1,28.3,23.2,19.3,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,0
jb431911,52,8,21,87,2,45,26,23098,13.6,9.1,26.1,16.9,16.7,10.3,0,2,1,1,0,0,1,1,1,mixed,_1140,55.0,2.0,0,0
jb434092,150,5,10,44,1,13,0,24684,9.9,9.2,9.0,19.4,8.1,13.4,0,1,1,0,0,0,0,0,1,_1142,_1140,35.0,3.0,0,0
jb435876,106,2,37,126,1,132,0,13087,44.6,39.5,39.1,28.3,23.2,19.3,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,0
jb441147,142,14,244,112,1,356,140,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,2,0,0,0,0,1,1,_1142,mixed,40.0,3.0,0,0
jb441125,165,16,83,41,1,139,0,12524,26.6,24.6,30.6,42.4,17.4,21.4,1,3,1,0,0,0,1,0,0,mixed,_1140,25.0,1.0,0,1
jb445970,295,25,115,100,1,235,31,13391,29.0,22.7,32.6,36.8,12.3,19.2,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,3.0,0,0
jb344266,153,27,120,156,1,185,85,12548,46.7,37.6,38.6,30.4,18.5,20.6,1,1,1,1,0,0,0,1,0,_1142,_1140,80.0,1.0,0,1
jb449465,179,14,80,84,1,161,0,16022,37.6,32.6,24.5,19.5,24.2,15.1,1,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,1
jb450151,179,9,80,84,1,161,46,16022,37.6,32.6,24.5,19.5,24.2,15.1,0,2,1,0,0,0,1,1,0,mixed,_1140,25.0,2.5,0,0
jb451359,150,11,12,15,1,108,0,15898,10.7,8.8,15.3,33.4,7.8,18.8,0,1,1,0,0,0,0,0,1,_1142,_1140,25.0,2.0,0,0
jb451455,180,23,101,68,1,117,103,18366,33.4,30.0,31.5,14.9,17.7,15.7,1,1,1,1,0,1,0,1,0,_1142,_1140,10.0,1.0,0,1
jb452074,295,19,115,112,1,178,150,13391,29.0,22.7,32.6,36.8,12.3,19.2,0,4,1,0,0,0,1,1,0,mixed,_1140,10.0,2.0,0,0
jb453732,179,14,80,84,1,322,0,16022,37.6,32.6,24.5,19.5,24.2,15.1,0,2,2,0,0,0,1,0,1,mixed,mixed,45.0,4.0,0,0
jb454189,213,29,104,118,1,151,101,11993,45.1,44.9,42.2,29.4,21.3,20.0,1,1,1,0,0,0,0,1,1,_1142,_1140,75.0,1.0,0,1
jb457568,104,8,44,86,4,48,0,67699,0.7,4.0,11.1,3.4,4.2,9.4,2,1,4,0,0,0,0,0,1,_1142,mixed,28.333333333333332,4.0,0,1
jb457568,104,8,44,86,4,48,0,67699,0.7,4.0,11.1,3.4,4.2,9.4,2,1,4,0,0,0,0,0,1,_1142,mixed,28.333333333333332,4.0,0,1
jb458747,213,14,99,126,1,456,243,10559,47.2,39.3,32.3,30.3,34.7,20.3,3,1,3,0,0,1,0,1,0,_1142,mixed,20.0,4.0,0,1
jb459857,150,12,18,29,1,25,0,22078,12.4,11.6,9.5,18.3,8.8,14.7,1,1,1,0,0,0,0,0,0,_1142,_1140,25.0,2.0,0,1
jb461141,43,7,18,14,1,16,0,21375,5.8,3.7,15.1,19.6,7.9,17.3,0,2,1,0,0,0,1,0,1,mixed,_1140,10.0,2.5,0,0
jb464035,180,23,101,68,3,117,103,18366,33.4,30.0,31.5,14.9,17.7,15.7,0,1,1,0,0,0,0,1,0,_1142,_1140,45.0,1.0,0,0
jb465438,142,8,13,26,1,93,150,15411,12.7,11.8,19.1,41.9,12.9,20.3,1,1,1,0,0,1,0,1,0,_1142,_1140,10.0,3.0,0,1
jb469140,142,26,27,90,1,32,32,8535,33.0,32.8,61.4,24.6,26.4,12.5,1,1,1,0,0,0,0,1,1,_1142,_1140,45.0,2.0,0,1
jb471302,153,27,120,156,1,185,85,12548,46.7,37.6,38.6,30.4,18.5,20.6,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,1.0,0,0
jb475307,295,10,67,196,3,235,32,13596,38.4,37.1,39.7,26.2,16.4,19.4,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
jb475877,180,17,90,126,1,264,140,17213,49.7,44.6,25.6,17.9,18.9,18.2,1,1,2,1,0,0,0,1,1,_1142,mixed,57.5,3.0,0,1
jb477554,295,25,99,196,3,235,117,10951,40.0,36.0,40.3,26.2,25.2,20.1,0,1,1,0,0,0,0,1,1,_1142,_1140,,1.0,0,0
jb478579,179,17,69,126,1,163,15,20320,45.2,37.9,25.3,13.7,19.0,14.4,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
jb478964,165,11,12,41,2,139,0,17577,5.1,6.5,16.1,31.8,11.9,16.7,0,1,1,0,0,0,0,0,1,_1142,_1140,,1.0,0,0
jb483692,150,8,21,118,1,108,24,12014,10.8,11.1,20.8,54.1,14.0,21.8,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
jb489157,295,19,67,156,1,235,10,13596,38.4,37.1,39.7,26.2,16.4,19.4,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,2.0,0,0
jb490658,174,34,244,88,1,215,4,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,0
jb493178,150,23,80,118,1,216,150,14405,22.4,19.4,22.2,31.6,11.9,20.1,1,1,2,0,0,1,0,1,1,_1142,mixed,10.0,1.0,0,1
jb493474,106,9,104,87,1,151,4,11993,45.1,44.9,42.2,29.4,21.3,20.0,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,1
jb496408,165,24,83,118,1,139,84,12524,26.6,24.6,30.6,42.4,17.4,21.4,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,3.0,0,1
jb496541,153,12,52,44,1,370,100,10697,11.1,8.6,28.1,58.7,11.5,19.5,0,1,2,0,0,0,0,1,0,_1142,mixed,17.5,1.0,0,0
jb500250,142,19,75,90,1,145,15,17974,40.9,37.7,19.5,17.4,17.8,14.3,1,1,1,0,0,0,0,1,0,_1142,_1140,45.0,2.0,0,1
jb501375,142,26,27,90,1,32,32,8535,33.0,32.8,61.4,24.6,26.4,12.5,1,1,1,1,0,0,0,1,0,_1142,_1140,35.0,4.0,0,1
