CASE_NUMBER,NUM_CRIMES_DISTRICT,NUM_CRIMES_BEAT,NUM_CRIMES_COMM_AREA,NUM_CRIMES_WARD,NUM_CRIMES_BLOCK,NUM_CRIMES_ZIP_CODE,NUM_CRIMES_STREET_ORG,AREA_INCOME,AREA_ASSAULT_HOMICIDE,AREA_FIREARM,AREA_POVERTY_HEALTH,AREA_HIGH_SCHOOL_DIPLOMA,AREA_UNEMPLOYMENT,AREA_BIRTH_RATE,NUM_OF_DEAD,NUM_OF_ARREST,NUM_OF_VICTIMS,IS_DOMESTIC,NIGHT_CRIME,IS_KILLED_A_CHILD,MULTIPLE_ARRESTS,HAS_STREET_ORGANIZATION,IS_RATIAL,ARRESTED_RACE,VICTIM_RACE,AVER_AGE,AVG_NUM_CHARGES,IMMEDIATE_ARREST,IS_HOMICIDE
hz117728,150,5,10,20,1,13,0,24684,9.9,9.2,9.0,19.4,8.1,13.4,1,1,1,0,0,0,0,0,0,_1142,_1140,25.0,2.0,0,1
hz119077,150,5,10,20,1,13,0,24684,9.9,9.2,9.0,19.4,8.1,13.4,0,1,1,0,0,0,0,0,0,_1142,_1140,45.0,2.0,0,0
hz125364,52,8,16,43,1,45,0,60593,4.8,6.6,11.1,7.1,5.7,21.4,1,2,1,0,0,0,1,0,0,mixed,_1140,25.0,1.0,0,1
hz125402,174,24,244,196,1,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,0
hz126124,76,11,25,9,1,52,0,26185,19.9,15.8,13.7,10.9,14.9,13.2,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,0
hz126153,43,6,26,26,1,28,0,23714,7.7,5.2,22.7,18.1,7.5,16.4,0,1,1,0,0,0,0,0,1,_1142,_1140,25.0,1.0,0,0
hz126759,295,25,67,156,1,235,10,13596,38.4,37.1,39.7,26.2,16.4,19.4,1,1,1,1,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
hz127959,213,16,104,126,3,151,101,11993,45.1,44.9,42.2,29.4,21.3,20.0,1,2,1,0,0,1,1,1,0,mixed,_1140,10.0,2.0,0,1
hz128200,142,15,50,25,1,93,53,15246,7.0,5.5,18.6,37.0,11.5,20.0,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,4.0,0,0
hz128408,142,19,3,76,1,145,15,19007,32.2,32.1,20.1,15.6,21.0,14.3,1,1,1,1,0,0,0,1,0,_1142,_1140,35.0,1.0,0,1
hz128452,153,12,52,44,1,370,100,10697,11.1,8.6,28.1,58.7,11.5,19.5,1,1,2,0,0,1,0,1,1,_1142,mixed,10.0,2.0,0,1
hz129852,72,4,43,43,1,60,0,41488,12.7,9.3,21.6,11.2,10.7,18.2,1,2,1,0,0,0,1,0,0,mixed,_1140,65.0,2.0,0,1
hz130665,44,9,16,16,1,36,23,20355,4.7,5.3,17.1,34.9,9.0,18.3,1,3,1,1,0,0,1,1,0,mixed,_1140,75.0,2.6666666666666665,0,1
hz131232,72,5,67,43,1,75,27,13596,38.4,37.1,39.7,26.2,16.4,19.4,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
hz131332,24,3,25,14,1,34,0,32355,5.4,4.6,22.7,13.6,7.7,13.1,0,2,1,0,0,0,1,0,0,mixed,_1140,35.0,1.5,0,0
hz131333,52,8,21,43,1,45,26,23098,13.6,9.1,26.1,16.9,16.7,10.3,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,1
hz126483,43,6,26,26,1,28,0,23714,7.7,5.2,22.7,18.1,7.5,16.4,1,2,1,0,0,0,1,0,0,mixed,_1140,65.0,2.0,0,1
hz135118,174,34,244,196,1,645,567,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,3,0,0,0,0,1,0,_1142,mixed,25.0,3.0,0,0
hz136077,295,25,244,156,1,215,22,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,0,0,0,0,1,0,_1142,_1140,45.0,2.0,0,1
hz136386,76,10,31,84,2,161,35,19709,38.0,35.6,15.7,15.6,18.3,12.0,1,1,1,1,0,0,0,1,0,_1142,_1140,35.0,2.0,0,1
hz140230,150,8,21,118,1,648,144,12014,10.8,11.1,20.8,54.1,14.0,21.8,6,2,6,1,0,1,1,1,0,mixed,mixed,35.0,4.0,0,1
hz144041,44,3,16,17,1,36,23,20355,4.7,5.3,17.1,34.9,9.0,18.3,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
hz145832,180,17,49,126,2,132,50,18928,31.1,25.0,28.3,17.9,17.3,15.1,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,0
hz150892,142,21,244,112,1,178,70,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,0,1,0,0,1,0,_1142,_1140,35.0,1.0,0,1
hz151213,106,10,40,45,1,84,64,22056,32.1,25.8,28.3,19.4,20.6,14.3,2,1,2,1,0,0,0,1,0,_1142,mixed,25.0,2.0,0,1
hz152264,153,12,52,44,1,185,50,10697,11.1,8.6,28.1,58.7,11.5,19.5,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,3.0,0,0
hz153051,106,7,21,45,1,45,26,23098,13.6,9.1,26.1,16.9,16.7,10.3,0,1,1,1,0,0,0,1,0,_1142,_1140,65.0,2.0,0,0
hz153144,142,14,244,112,1,178,70,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,1
hz154151,72,11,25,41,1,60,8,15467,11.7,11.7,27.2,44.3,13.0,16.5,0,2,1,0,0,0,1,1,1,mixed,_1140,35.0,3.0,0,0
hz157916,179,11,69,76,1,163,0,20320,45.2,37.9,25.3,13.7,19.0,14.4,0,1,1,0,0,0,0,0,0,_1142,_1140,55.0,1.0,0,0
hz158181,52,8,16,87,1,90,0,60593,4.8,6.6,11.1,7.1,5.7,21.4,0,3,2,0,0,0,1,0,1,mixed,mixed,30.0,3.6666666666666665,0,0
hz158229,43,7,18,14,2,9,0,21375,5.8,3.7,15.1,19.6,7.9,17.3,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,0
hz159040,165,7,11,24,1,60,0,24969,4.9,4.5,17.3,25.6,11.2,11.7,1,1,1,1,0,0,0,0,0,_1142,_1140,35.0,1.0,0,1
hz159836,165,16,83,69,1,139,84,12524,26.6,24.6,30.6,42.4,17.4,21.4,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,1.0,0,0
hz160570,36,5,9,8,1,36,0,35503,5.0,6.1,9.5,12.5,6.8,17.1,1,1,1,0,0,0,0,0,1,_1142,_1140,55.0,2.0,0,1
hz166439,165,7,10,87,1,139,0,16942,1.8,1.8,35.8,37.5,11.6,11.5,1,1,1,0,0,0,0,0,0,_1142,_1140,35.0,2.0,0,1
hz167242,179,14,80,84,1,161,0,16022,37.6,32.6,24.5,19.5,24.2,15.1,1,1,1,0,0,0,0,0,0,_1142,_1140,25.0,3.0,0,1
hz170956,295,29,99,196,1,235,117,10951,40.0,36.0,40.3,26.2,25.2,20.1,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,1
hz172144,295,39,115,100,3,178,150,13391,29.0,22.7,32.6,36.8,12.3,19.2,1,2,1,0,0,0,1,1,0,mixed,_1140,35.0,1.5,0,1
hz172370,72,2,43,37,1,1,0,41488,12.7,9.3,21.6,11.2,10.7,18.2,1,1,1,1,0,0,0,0,1,_1142,_1140,45.0,1.0,0,1
hz172634,142,12,50,25,1,186,106,15246,7.0,5.5,18.6,37.0,11.5,20.0,0,1,2,0,0,0,0,1,0,_1142,mixed,17.5,1.0,0,0
hz173882,180,12,90,126,2,132,0,17213,49.7,44.6,25.6,17.9,18.9,18.2,0,1,1,1,0,0,0,0,0,_1142,_1140,25.0,1.0,0,0
hz174921,106,6,40,87,1,42,0,22056,32.1,25.8,28.3,19.4,20.6,14.3,1,1,1,0,0,0,0,0,0,_1142,_1140,45.0,1.0,0,1
hz177819,142,10,56,95,1,52,30,16228,43.9,46.5,24.3,22.6,17.0,15.3,0,1,1,1,0,0,0,1,0,_1142,_1140,55.0,1.0,0,0
hz178590,153,27,120,156,3,555,105,12548,46.7,37.6,38.6,30.4,18.5,20.6,0,1,3,0,0,0,0,1,0,_1142,mixed,20.0,4.0,0,0
hz178661,165,7,11,24,1,60,0,24969,4.9,4.5,17.3,25.6,11.2,11.7,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,0
hz179710,179,15,80,84,1,322,92,16022,37.6,32.6,24.5,19.5,24.2,15.1,0,1,2,0,0,0,0,1,0,_1142,mixed,35.0,4.0,0,0
hz181389,174,22,244,196,4,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
hz180118,72,9,43,43,1,75,20,41488,12.7,9.3,21.6,11.2,10.7,18.2,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,1
hz183696,165,13,28,28,1,126,78,13138,11.1,10.6,23.0,48.2,11.2,20.6,0,1,2,0,0,0,0,1,0,_1142,mixed,10.0,2.0,0,0
hz188784,213,16,104,107,1,151,101,11993,45.1,44.9,42.2,29.4,21.3,20.0,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,1
hz191174,213,17,99,69,1,152,81,10559,47.2,39.3,32.3,30.3,34.7,20.3,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
hz192189,295,25,120,156,2,705,96,12548,46.7,37.6,38.6,30.4,18.5,20.6,0,1,3,0,0,0,0,1,0,_1142,mixed,20.0,1.0,0,0
hz192432,142,6,13,27,2,93,0,15411,12.7,11.8,19.1,41.9,12.9,20.3,1,1,1,0,0,0,0,0,1,_1142,_1140,25.0,1.0,0,1
hz193207,150,12,18,29,1,25,0,22078,12.4,11.6,9.5,18.3,8.8,14.7,0,1,1,1,0,0,0,0,0,_1142,_1140,35.0,2.0,0,0
hz195073,76,13,31,95,1,52,35,19709,38.0,35.6,15.7,15.6,18.3,12.0,0,1,1,0,0,0,0,1,0,_1142,_1140,45.0,4.0,0,0
hz196115,179,16,90,126,1,163,70,17213,49.7,44.6,25.6,17.9,18.9,18.2,0,2,1,0,0,0,1,1,0,mixed,_1140,25.0,1.0,0,0
hz197275,165,14,83,118,1,139,84,12524,26.6,24.6,30.6,42.4,17.4,21.4,0,4,1,0,0,0,1,1,0,mixed,_1140,35.0,1.0,0,0
hz197571,295,19,115,100,2,178,150,13391,29.0,22.7,32.6,36.8,12.3,19.2,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,1
hz201305,142,26,27,90,1,32,32,8535,33.0,32.8,61.4,24.6,26.4,12.5,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,2.0,0,0
hz202308,295,25,67,156,1,235,10,13596,38.4,37.1,39.7,26.2,16.4,19.4,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,2.0,0,0
hz205205,142,21,244,112,2,178,70,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,0,0,1,0,1,0,_1142,_1140,10.0,3.0,0,1
hz205403,165,24,83,126,1,139,84,12524,26.6,24.6,30.6,42.4,17.4,21.4,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
hz207165,174,24,244,196,1,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,1,0,0,0,0,1,0,_1142,_1140,45.0,1.0,0,0
hz207177,58,6,115,43,1,86,300,13391,29.0,22.7,32.6,36.8,12.3,19.2,1,1,2,0,0,0,0,1,1,_1142,mixed,25.0,3.0,0,1
hz209753,44,6,15,16,1,26,0,26713,4.1,5.7,10.8,22.0,10.3,15.8,1,1,1,0,0,0,0,0,1,_1142,_1140,55.0,3.0,0,1
hz210314,213,15,99,107,1,152,81,10559,47.2,39.3,32.3,30.3,34.7,20.3,0,1,1,1,0,0,0,1,0,_1142,_1140,35.0,1.0,0,0
hz211260,44,6,15,25,1,37,0,26713,4.1,5.7,10.8,22.0,10.3,15.8,1,1,1,0,0,0,0,0,0,_1142,_1140,55.0,1.0,0,1
hz212987,44,2,4,4,1,3,0,31659,4.7,8.7,5.9,13.5,7.3,10.4,1,2,1,0,0,1,1,0,1,mixed,_1140,10.0,3.5,0,1
hz213479,106,8,7,45,1,46,26,19312,18.9,12.6,38.1,17.6,26.6,17.5,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
hz214781,147,11,10,76,1,121,0,23495,22.1,18.5,16.7,13.3,16.6,13.3,1,1,1,1,0,0,0,0,0,_1142,_1140,35.0,2.0,0,1
hz215032,147,11,16,76,1,163,0,28977,19.5,24.5,12.0,11.2,17.2,10.0,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,2.0,1,0
hz217559,295,19,244,196,3,215,22,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,2,1,0,0,0,1,1,1,mixed,_1140,25.0,2.0,0,1
hz218525,150,9,4,20,1,63,0,16938,5.9,7.7,9.8,39.6,13.5,20.8,1,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,1
hz221111,142,12,50,112,1,93,53,15246,7.0,5.5,18.6,37.0,11.5,20.0,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,1.0,0,0
hn463816,180,23,101,68,2,117,103,18366,33.4,30.0,31.5,14.9,17.7,15.7,1,1,1,1,0,0,0,1,0,_1142,_1140,55.0,1.0,0,1
hz222268,153,12,52,44,1,185,50,10697,11.1,8.6,28.1,58.7,11.5,19.5,1,1,1,0,0,0,0,1,1,_1142,_1140,35.0,2.0,0,1
hz224453,153,17,120,156,1,185,85,12548,46.7,37.6,38.6,30.4,18.5,20.6,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
hz226169,165,24,83,126,1,139,84,12524,26.6,24.6,30.6,42.4,17.4,21.4,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
hz228751,295,29,120,156,2,235,32,12548,46.7,37.6,38.6,30.4,18.5,20.6,0,3,1,0,0,0,1,1,0,mixed,_1140,25.0,1.3333333333333333,0,0
hz230219,180,20,90,126,1,163,70,17213,49.7,44.6,25.6,17.9,18.9,18.2,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
hz233837,153,17,120,156,1,370,70,12548,46.7,37.6,38.6,30.4,18.5,20.6,0,1,2,0,0,0,0,1,0,_1142,mixed,10.0,1.0,0,0
hz234563,153,11,52,41,1,120,14,10697,11.1,8.6,28.1,58.7,11.5,19.5,0,1,2,0,0,0,0,1,1,_1142,mixed,10.0,4.0,0,0
hz235434,165,14,83,118,1,139,0,12524,26.6,24.6,30.6,42.4,17.4,21.4,1,3,1,0,0,0,1,0,1,mixed,_1140,45.0,1.3333333333333333,0,1
hz235188,142,21,244,112,2,93,0,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,0,0,0,0,0,0,_1142,_1140,55.0,1.0,0,1
hz238593,142,6,26,22,1,43,0,29026,8.6,10.2,17.2,18.5,7.5,18.2,1,1,1,0,0,0,0,0,1,_1142,_1140,25.0,1.0,0,1
hz239755,153,14,52,44,1,370,100,10697,11.1,8.6,28.1,58.7,11.5,19.5,0,1,2,0,0,0,0,1,1,_1142,mixed,,4.0,0,0
hz241176,165,24,83,126,3,139,84,12524,26.6,24.6,30.6,42.4,17.4,21.4,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,1
hz241439,295,19,244,196,3,215,22,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
hz246022,106,9,15,87,1,139,26,9016,49.6,22.6,55.5,33.7,40.0,11.9,1,2,1,0,0,0,1,1,0,mixed,_1140,35.0,1.0,0,1
hz249040,142,8,13,25,1,43,150,15411,12.7,11.8,19.1,41.9,12.9,20.3,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,1
hz256874,106,7,10,45,2,46,0,37519,15.2,17.4,23.1,10.8,11.0,12.2,1,1,1,1,0,0,0,0,0,_1142,_1140,55.0,1.0,0,1
hz260769,180,20,90,126,2,815,350,17213,49.7,44.6,25.6,17.9,18.9,18.2,0,1,5,0,0,0,0,1,0,_1142,mixed,27.0,1.0,0,0
hz263386,72,5,25,41,1,60,0,15467,11.7,11.7,27.2,44.3,13.0,16.5,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,2.0,0,0
hz264704,58,3,37,27,1,86,0,39596,8.5,6.6,15.7,13.4,6.0,18.8,0,1,2,0,0,0,0,0,1,_1142,mixed,30.0,1.0,0,0
hz264691,180,12,90,126,4,132,0,17213,49.7,44.6,25.6,17.9,18.9,18.2,1,1,1,0,0,1,0,0,0,_1142,_1140,10.0,2.0,0,1
hz267495,44,6,15,16,1,37,0,26713,4.1,5.7,10.8,22.0,10.3,15.8,1,1,1,0,0,0,0,0,1,_1142,_1140,25.0,4.0,0,1
hz267576,36,2,6,27,1,43,0,71403,0.7,2.3,11.8,4.3,4.5,13.2,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,0
hz267818,180,7,49,126,1,132,50,18928,31.1,25.0,28.3,17.9,17.3,15.1,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,1.0,0,0
hz269688,72,5,67,100,1,75,27,13596,38.4,37.1,39.7,26.2,16.4,19.4,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,2.0,0,0
hz271793,180,17,90,126,1,132,70,17213,49.7,44.6,25.6,17.9,18.9,18.2,1,1,1,1,0,0,0,1,0,_1142,_1140,25.0,4.0,0,1
hz273076,106,9,37,87,2,151,4,13087,44.6,39.5,39.1,28.3,23.2,19.3,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,2.0,0,1
hz274059,142,21,56,95,1,145,8,16228,43.9,46.5,24.3,22.6,17.0,15.3,0,2,1,0,0,0,1,1,0,mixed,_1140,10.0,1.0,0,0
hz274048,213,16,104,126,1,151,101,11993,45.1,44.9,42.2,29.4,21.3,20.0,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
hz278320,106,7,37,126,1,132,26,13087,44.6,39.5,39.1,28.3,23.2,19.3,1,1,1,0,0,1,0,1,0,_1142,_1140,10.0,2.0,0,1
hz279606,179,17,80,107,1,161,46,16022,37.6,32.6,24.5,19.5,24.2,15.1,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,2.0,0,0
hz280709,213,6,104,118,2,302,202,11993,45.1,44.9,42.2,29.4,21.3,20.0,1,1,2,0,0,0,0,1,0,_1142,mixed,35.0,2.0,0,1
hx361779,106,10,40,87,2,42,32,22056,32.1,25.8,28.3,19.4,20.6,14.3,1,2,1,0,0,0,1,1,0,mixed,_1140,75.0,1.0,0,1
hz281370,180,20,90,126,2,163,70,17213,49.7,44.6,25.6,17.9,18.9,18.2,0,1,1,0,1,0,0,1,0,_1142,_1140,25.0,2.0,0,0
hz281572,106,9,37,126,2,132,26,13087,44.6,39.5,39.1,28.3,23.2,19.3,1,1,1,1,0,0,0,1,0,_1142,_1140,25.0,2.0,0,1
hz283010,44,4,19,16,1,12,0,23617,3.3,4.7,12.3,18.7,10.6,14.2,1,2,1,0,0,0,1,0,0,mixed,_1140,25.0,3.0,0,1
hz283676,165,13,15,87,3,139,21,9016,49.6,22.6,55.5,33.7,40.0,11.9,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,1
hz284221,48,3,44,100,1,32,0,87163,3.7,3.2,13.4,3.4,5.2,10.7,0,1,1,0,1,0,0,0,0,_1142,_1140,25.0,1.0,0,0
hz290485,150,18,80,107,1,152,18,14405,22.4,19.4,22.2,31.6,11.9,20.1,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
hz292547,147,8,3,33,1,8,0,22561,6.9,13.4,12.1,17.9,9.6,13.7,0,1,2,0,0,0,0,0,1,_1142,mixed,45.0,2.0,0,0
hz293199,150,10,18,29,1,25,0,22078,12.4,11.6,9.5,18.3,8.8,14.7,1,1,1,1,0,1,0,0,0,_1142,_1140,10.0,2.0,0,1
hz293628,179,9,80,84,1,161,0,16022,37.6,32.6,24.5,19.5,24.2,15.1,1,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,1
hz295259,52,8,16,43,1,45,0,60593,4.8,6.6,11.1,7.1,5.7,21.4,1,1,1,0,0,0,0,0,1,_1142,_1140,25.0,2.0,0,1
hz295346,142,6,75,90,1,145,0,17974,40.9,37.7,19.5,17.4,17.8,14.3,1,1,1,0,0,0,0,0,0,_1142,_1140,55.0,2.0,0,1
hz302181,147,13,55,33,1,121,66,15393,36.9,33.7,28.0,28.2,17.7,18.1,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
hz303310,153,27,120,156,2,185,85,12548,46.7,37.6,38.6,30.4,18.5,20.6,1,1,1,1,0,1,0,1,0,_1142,_1140,10.0,2.0,0,1
hz303359,213,29,104,118,1,151,101,11993,45.1,44.9,42.2,29.4,21.3,20.0,1,2,1,0,0,1,1,1,0,mixed,_1140,10.0,2.0,0,1
hz303596,165,24,83,126,2,278,168,12524,26.6,24.6,30.6,42.4,17.4,21.4,1,1,2,0,0,1,0,1,0,_1142,mixed,10.0,4.0,0,1
hm489058,174,25,244,196,1,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
hz306328,165,15,21,118,1,139,0,12014,10.8,11.1,20.8,54.1,14.0,21.8,0,1,1,0,0,0,0,0,0,_1142,_1140,10.0,1.0,0,0
hz306529,174,22,244,112,2,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,1
hz307947,106,9,37,126,2,132,26,13087,44.6,39.5,39.1,28.3,23.2,19.3,0,1,1,0,0,0,0,1,0,_1142,_1140,,1.0,0,0
hz308364,72,6,37,27,1,39,0,39596,8.5,6.6,15.7,13.4,6.0,18.8,0,2,1,0,0,0,1,0,0,mixed,_1140,45.0,2.5,0,0
hz309344,180,17,101,68,1,132,103,18366,33.4,30.0,31.5,14.9,17.7,15.7,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,4.0,0,0
hz300630,165,8,15,87,1,139,21,9016,49.6,22.6,55.5,33.7,40.0,11.9,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,1
hz313665,174,34,244,196,2,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,1,1,0,0,0,1,0,_1142,_1140,10.0,1.0,0,0
hz314632,180,7,49,126,2,132,50,18928,31.1,25.0,28.3,17.9,17.3,15.1,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,3.0,0,0
hz314673,213,17,104,118,2,151,101,11993,45.1,44.9,42.2,29.4,21.3,20.0,1,1,1,1,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
hz315026,213,16,99,107,1,152,81,10559,47.2,39.3,32.3,30.3,34.7,20.3,1,2,1,0,0,0,1,1,0,mixed,_1140,35.0,1.0,0,1
hz316318,76,9,80,84,1,483,105,16022,37.6,32.6,24.5,19.5,24.2,15.1,0,1,3,0,0,0,0,1,0,_1142,mixed,20.0,1.0,0,0
hz318177,295,25,67,156,1,235,32,13596,38.4,37.1,39.7,26.2,16.4,19.4,0,1,1,0,0,0,0,1,0,_1142,_1140,55.0,2.0,0,0
hz318908,295,12,99,196,1,705,351,10951,40.0,36.0,40.3,26.2,25.2,20.1,0,3,3,0,0,0,1,1,0,mixed,mixed,38.333333333333336,2.0,0,0
hz320044,165,13,15,87,1,139,21,9016,49.6,22.6,55.5,33.7,40.0,11.9,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,3.0,0,1
hz320830,213,16,99,69,2,304,64,10559,47.2,39.3,32.3,30.3,34.7,20.3,1,1,2,0,0,0,0,1,0,_1142,mixed,30.0,2.0,0,1
hz321765,165,7,83,118,1,139,84,12524,26.6,24.6,30.6,42.4,17.4,21.4,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,1
hz323487,24,2,8,14,1,34,0,33364,5.8,3.9,16.6,9.0,9.0,12.1,0,1,1,0,0,0,0,0,0,_1142,_1140,45.0,4.0,0,0
hz324361,106,7,10,45,1,46,0,37519,15.2,17.4,23.1,10.8,11.0,12.2,0,4,1,1,0,0,1,0,0,mixed,_1140,25.0,1.75,0,0
hz323373,213,17,104,126,1,453,303,11993,45.1,44.9,42.2,29.4,21.3,20.0,1,1,3,0,0,0,0,1,0,_1142,mixed,51.666666666666664,1.0,0,1
hz326421,165,14,83,118,3,139,84,12524,26.6,24.6,30.6,42.4,17.4,21.4,1,1,1,1,0,0,0,1,0,_1142,_1140,35.0,1.0,0,1
hz327810,295,19,115,196,1,235,31,13391,29.0,22.7,32.6,36.8,12.3,19.2,0,1,1,0,0,0,0,1,1,_1142,_1140,65.0,3.0,0,0
hz327811,142,8,13,25,1,93,150,15411,12.7,11.8,19.1,41.9,12.9,20.3,0,1,1,1,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
hz329181,213,9,99,69,1,152,32,10559,47.2,39.3,32.3,30.3,34.7,20.3,0,2,1,0,0,0,1,1,0,mixed,_1140,35.0,2.5,0,0
hz329945,213,17,99,118,1,152,81,10559,47.2,39.3,32.3,30.3,34.7,20.3,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,4.0,0,0
hz330865,213,14,104,87,1,151,34,11993,45.1,44.9,42.2,29.4,21.3,20.0,0,1,1,0,0,0,0,1,0,_1142,_1140,55.0,3.0,0,0
hz333099,76,11,25,9,1,52,0,26185,19.9,15.8,13.7,10.9,14.9,13.2,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,0
hz335773,295,39,115,100,3,178,150,13391,29.0,22.7,32.6,36.8,12.3,19.2,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,4.0,0,1
hz336440,147,16,55,94,1,121,66,15393,36.9,33.7,28.0,28.2,17.7,18.1,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,4.0,0,1
hz337352,165,15,83,126,2,139,84,12524,26.6,24.6,30.6,42.4,17.4,21.4,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
hz337569,147,21,55,94,2,121,66,15393,36.9,33.7,28.0,28.2,17.7,18.1,0,1,1,0,0,0,0,1,1,_1142,_1140,25.0,4.0,0,0
hz338406,213,29,104,118,1,151,34,11993,45.1,44.9,42.2,29.4,21.3,20.0,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,1.0,0,0
hz338757,142,20,75,95,1,290,52,17974,40.9,37.7,19.5,17.4,17.8,14.3,1,1,2,0,0,0,0,1,0,_1142,mixed,35.0,2.0,0,1
hz342252,179,17,69,126,1,163,0,20320,45.2,37.9,25.3,13.7,19.0,14.4,0,1,1,1,0,0,0,0,0,_1142,_1140,25.0,2.0,0,0
hz342785,295,25,115,100,1,178,150,13391,29.0,22.7,32.6,36.8,12.3,19.2,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
hz342788,213,6,99,107,1,152,15,10559,47.2,39.3,32.3,30.3,34.7,20.3,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,3.0,0,1
hz344119,106,7,10,45,1,42,0,37519,15.2,17.4,23.1,10.8,11.0,12.2,1,1,1,1,0,0,0,0,0,_1142,_1140,35.0,1.0,0,1
hz345216,165,7,83,126,2,139,84,12524,26.6,24.6,30.6,42.4,17.4,21.4,0,2,1,0,0,0,1,1,0,mixed,_1140,35.0,1.5,0,0
